source_gene,source_lfc,target_gene,target_lfc,lfc_diff
B9J08_004602,-1.163815645,B9J08_04428,-1.16384847155129,3.282655129011047e-05
B9J08_000811,-1.089227807,B9J08_05232,-1.08918448623994,4.3320760060083785e-05
B9J08_000835,1.275763587,B9J08_05224,1.27582220051202,5.861351202018916e-05
B9J08_003569,1.027490126,B9J08_02128,1.02740880053289,8.132546710992727e-05
B9J08_004545,-1.323376411,B9J08_04598,-1.32347086922652,9.445822652009994e-05
B9J08_000363,-1.336459129,B9J08_01066,-1.3363593219087,9.980709130008592e-05
B9J08_001449,1.057820828,B9J08_02734,1.0577138262669,0.00010700173310018712
B9J08_000777,1.570230997,B9J08_00523,1.57036603474733,0.00013503774733014673
B9J08_000834,1.17883663,B9J08_04915,1.17870123413156,0.00013539586844002471
B9J08_000776,1.039431269,B9J08_04934,1.0395708541651,0.00013958516510004237
B9J08_000483,1.060173236,B9J08_03771,1.05999620045637,0.00017703554362991092
B9J08_004309,1.354087698,B9J08_00262,1.35428756775021,0.00019986975020991338
B9J08_002969,-1.224355932,B9J08_04561,-1.22456502188722,0.00020908988722001531
B9J08_005300,1.233569315,B9J08_00351,1.23331055590347,0.000258759096529948
B9J08_004183,-1.154732832,B9J08_00211,-1.15443789883543,0.000294933164570077
B9J08_003371,1.148706264,B9J08_02116,1.1490121896544,0.00030592565440001884
B9J08_002582,2.577130466,B9J08_04225,2.5775112534394,0.00038078743940017645
B9J08_003374,-1.097159142,B9J08_00300,-1.0967451125401,0.0004140294598999894
B9J08_003140,-1.219789683,B9J08_03829,-1.22023208083804,0.00044239783804012056
B9J08_004738,1.016447681,B9J08_03639,1.01594993050035,0.0004977504996499515
B9J08_000874,1.131936623,B9J08_01699,1.13245396849731,0.0005173454973099734
B9J08_002481,1.235307321,B9J08_02832,1.23582767833071,0.0005203573307099862
B9J08_003908,1.374942519,B9J08_05063,1.37440174453859,0.0005407744614098764
B9J08_002560,-1.514514918,B9J08_05427,-1.5150724784043,0.0005575604042999949
B9J08_000844,-1.022010609,B9J08_03962,-1.02143613850867,0.0005744704913299703
B9J08_005567,1.12846888,B9J08_05392,1.12905918047011,0.0005903004701099945
B9J08_002734,-1.141469223,B9J08_03749,-1.1407831908892,0.0006860321107999834
B9J08_003016,-1.227696357,B9J08_03964,-1.22843748296338,0.0007411259633800515
B9J08_005090,1.192259249,B9J08_05085,1.19300957701701,0.0007503280170100268
B9J08_000938,-1.071897843,B9J08_00155,-1.07267288229331,0.0007750392933101313
B9J08_002565,1.408243007,B9J08_00666,1.40902985724136,0.0007868502413599376
B9J08_004331,1.111848412,B9J08_05015,1.11264706281665,0.0007986508166499817
B9J08_002735,-1.189038467,B9J08_04314,-1.18820452292185,0.0008339440781499619
B9J08_005580,-1.094375266,B9J08_01224,-1.09346313840808,0.0009121275919199423
B9J08_002244,1.240897559,B9J08_04729,1.24181760107175,0.0009200420717501157
B9J08_004878,1.060922855,B9J08_03771,1.05999620045637,0.0009266545436299456
B9J08_002109,1.181858861,B9J08_04954,1.18092112792255,0.0009377330774500425
B9J08_000724,-1.293550619,B9J08_00874,-1.292596611405,0.0009540075949998617
B9J08_002382,1.090523117,B9J08_00651,1.08956149309457,0.0009616239054299758
B9J08_001440,1.777488639,B9J08_02180,1.77648695623237,0.0010016827676300188
B9J08_005075,1.598338758,B9J08_00017,1.59935140325273,0.0010126452527301488
B9J08_001792,1.276885336,B9J08_05224,1.27582220051202,0.0010631354879799826
B9J08_002663,1.353209172,B9J08_00262,1.35428756775021,0.0010783957502100705
B9J08_004683,1.127940325,B9J08_05392,1.12905918047011,0.0011188554701100362
B9J08_001171,1.04071259,B9J08_04934,1.0395708541651,0.0011417358348999596
B9J08_002130,1.200406071,B9J08_03182,1.20160132072701,0.001195249727010017
B9J08_001881,1.165463172,B9J08_03304,1.16425961315487,0.001203558845130015
B9J08_004928,1.277036266,B9J08_05224,1.27582220051202,0.0012140654879799762
B9J08_005565,-1.186099839,B9J08_03716,-1.18488463619068,0.0012152028093199707
B9J08_002800,-1.684894624,B9J08_00922,-1.68366993288979,0.0012246911102100633
B9J08_004148,-1.283808295,B9J08_02280,-1.28506508681529,0.001256791815289926
B9J08_002279,1.452273035,B9J08_01313,1.45097316341747,0.0012998715825298657
B9J08_000059,-1.037271426,B9J08_02018,-1.03859034836349,0.0013189223634899605
B9J08_004514,-1.092079585,B9J08_01224,-1.09346313840808,0.0013835534080799405
B9J08_004387,2.417416525,B9J08_02246,2.41892200081183,0.001505475811829804
B9J08_000120,-1.202977108,B9J08_00594,-1.20449246840664,0.0015153604066400206
B9J08_003109,-3.143548796,B9J08_04505,-3.14202480503155,0.0015239909684501285
B9J08_003891,-1.389599252,B9J08_03432,-1.38800699484969,0.0015922571503099725
B9J08_000175,-1.133214657,B9J08_01235,-1.13161842596132,0.0015962310386798961
B9J08_003632,1.036211206,B9J08_03614,1.03784089663638,0.0016296906363799657
B9J08_005280,-1.22677529,B9J08_03964,-1.22843748296338,0.0016621929633799937
B9J08_002630,-1.383747101,B9J08_02123,-1.3854110975688,0.001663996568800119
B9J08_004089,-1.436687878,B9J08_01609,-1.43845114297952,0.0017632649795198407
B9J08_003448,-1.33817684,B9J08_01066,-1.3363593219087,0.001817518091300041
B9J08_003265,1.713014632,B9J08_05035,1.71107179724399,0.0019428347560099812
B9J08_002356,1.414672246,B9J08_03439,1.4166443525874,0.00197210658739988
B9J08_004112,-1.084810209,B9J08_05096,-1.08681312995924,0.00200292095924004
B9J08_001951,1.239740681,B9J08_04729,1.24181760107175,0.002076920071750088
B9J08_003231,-1.202376805,B9J08_00594,-1.20449246840664,0.002115663406639934
B9J08_001919,1.533902296,B9J08_01270,1.53167540213026,0.0022268938697398433
B9J08_004376,1.159047103,B9J08_03431,1.15676138255266,0.0022857204473401005
B9J08_002953,-1.170793166,B9J08_04715,-1.16847790524804,0.002315260751959869
B9J08_001225,-1.405163876,B9J08_05417,-1.40279085028958,0.0023730257104199737
B9J08_001362,-2.107798483,B9J08_00264,-2.11017950671199,0.0023810237119903377
B9J08_001132,-1.345936764,B9J08_01129,-1.34842573077886,0.0024889667788601244
B9J08_001590,1.257879856,B9J08_01039,1.25539080971452,0.0024890462854798567
B9J08_004468,2.183538919,B9J08_00389,2.18606415815705,0.002525239157050052
B9J08_005226,1.325323027,B9J08_03811,1.32784976059403,0.002526733594029995
B9J08_001647,-1.262123389,B9J08_02279,-1.25950477434299,0.0026186146570101876
B9J08_005552,-1.035907433,B9J08_02018,-1.03859034836349,0.0026829153634899683
B9J08_000164,-1.369889175,B9J08_03544,-1.36720450828117,0.0026846667188300533
B9J08_001830,-1.075365468,B9J08_00155,-1.07267288229331,0.002692585706689954
B9J08_002627,1.042321219,B9J08_04934,1.0395708541651,0.0027503648348998766
B9J08_004451,-1.128446158,B9J08_03621,-1.12562871394316,0.002817444056840035
B9J08_001181,1.09590413,B9J08_00487,1.09872525284257,0.0028211228425698565
B9J08_002540,-1.512245503,B9J08_05427,-1.5150724784043,0.0028269754042999917
B9J08_004639,-1.247424083,B9J08_03997,-1.2445967005109,0.002827382489100083
B9J08_002566,1.095795364,B9J08_00487,1.09872525284257,0.00292988884256995
B9J08_001371,-1.062532829,B9J08_04519,-1.06551872354151,0.0029858945415099925
B9J08_002976,1.221802384,B9J08_04947,1.21874592715041,0.0030564568495901057
B9J08_001860,1.011487024,B9J08_03042,1.01466188073251,0.0031748567325100563
B9J08_003981,-1.483647049,B9J08_04031,-1.48686920011741,0.003222151117409977
