source_gene,source_lfc,target_gene,target_lfc,lfc_diff
B9J08_005081,-1.134888871,B9J08_01235,-1.13161842596132,0.0032704450386800143
B9J08_002707,-1.041927121,B9J08_02018,-1.03859034836349,0.0033367726365101102
B9J08_004495,-1.781729446,B9J08_05238,-1.78509107110788,0.003361625107880073
B9J08_004261,1.03436813,B9J08_03614,1.03784089663638,0.0034727666363798537
B9J08_001482,-2.039365128,B9J08_03776,-2.04284475589214,0.003479627892140069
B9J08_001549,1.153230295,B9J08_03431,1.15676138255266,0.0035310875526599617
B9J08_000157,1.119470392,B9J08_04170,1.11592042385742,0.0035499681425799068
B9J08_004469,1.497865787,B9J08_03291,1.50142552512574,0.003559738125739953
B9J08_001613,-1.121793871,B9J08_00041,-1.12545150461202,0.0036576336120199837
B9J08_003205,-1.270450205,B9J08_00827,-1.26656187541281,0.003888329587189876
B9J08_001685,-1.034656563,B9J08_02018,-1.03859034836349,0.003933785363489983
B9J08_002243,1.42058736,B9J08_03439,1.4166443525874,0.003943007412600119
B9J08_002668,-1.082742218,B9J08_05096,-1.08681312995924,0.004070911959240142
B9J08_001484,-1.239123326,B9J08_04473,-1.24329410914158,0.004170783141579815
B9J08_000370,1.102912297,B9J08_00487,1.09872525284257,0.004187044157430098
B9J08_004430,-1.344159237,B9J08_01129,-1.34842573077886,0.004266493778860125
B9J08_001546,1.251010895,B9J08_01039,1.25539080971452,0.004379914714520039
B9J08_000479,1.06440495,B9J08_03771,1.05999620045637,0.004408749543629797
B9J08_002248,1.706613635,B9J08_05035,1.71107179724399,0.004458162243989872
B9J08_000592,-1.255028479,B9J08_02279,-1.25950477434299,0.004476295342989989
B9J08_004172,1.547396731,B9J08_05223,1.54265728600875,0.004739444991250119
B9J08_003921,1.537755671,B9J08_05223,1.54265728600875,0.004901615008749971
B9J08_002669,-1.273368388,B9J08_04163,-1.27858204896805,0.005213660968049982
B9J08_005148,-1.393325538,B9J08_03432,-1.38800699484969,0.005318543150309996
B9J08_000821,1.53725891,B9J08_05223,1.54265728600875,0.005398376008749928
B9J08_000285,1.29980046,B9J08_03203,1.29424842025543,0.005552039744569859
B9J08_001852,1.705473968,B9J08_05035,1.71107179724399,0.0055978292439899935
B9J08_001389,1.002992357,B9J08_03021,0.997278018897147,0.005714338102852934
B9J08_003766,1.104527006,B9J08_00487,1.09872525284257,0.005801753157430145
B9J08_004863,-1.303943794,B9J08_04972,-1.30980684324756,0.005863049247559982
B9J08_002231,1.083595237,B9J08_00651,1.08956149309457,0.005966256094570133
B9J08_001550,1.683552279,B9J08_04926,1.68980093133293,0.006248652332930149
B9J08_001350,1.003625923,B9J08_03021,0.997278018897147,0.006347904102853019
B9J08_003454,1.282181981,B9J08_05224,1.27582220051202,0.006359780487979805
B9J08_000447,-1.967443313,B9J08_03871,-1.97390567379493,0.006462360794930122
B9J08_004769,1.226759488,B9J08_00351,1.23331055590347,0.0065510679034701536
B9J08_000432,-1.303205055,B9J08_04972,-1.30980684324756,0.00660178824755997
B9J08_002218,1.423842771,B9J08_03483,1.430533758525,0.0066909875250000805
B9J08_002250,-1.927441633,B9J08_01769,-1.9204791493337,0.0069624836663000345
B9J08_005114,-1.079820628,B9J08_05096,-1.08681312995924,0.006992501959240061
B9J08_001182,-1.302458945,B9J08_04972,-1.30980684324756,0.007347898247560103
B9J08_001948,1.006659373,B9J08_03042,1.01466188073251,0.0080025077325101
B9J08_001581,-1.929175776,B9J08_01769,-1.9204791493337,0.0086966266663
B9J08_004445,-2.244320994,B9J08_03008,-2.25315770538637,0.008836711386369878
B9J08_004988,-1.895140627,B9J08_02345,-1.88530751951762,0.009833107482379866
B9J08_003929,2.026996897,B9J08_01779,2.01623270539385,0.010764191606150053
B9J08_004027,2.028412556,B9J08_01779,2.01623270539385,0.012179850606150122
B9J08_002807,1.386982317,B9J08_05063,1.37440174453859,0.012580572461409867
B9J08_000325,-1.50232252,B9J08_01552,-1.48970582249063,0.01261669750937
B9J08_000438,1.471562361,B9J08_05253,1.45843303345427,0.01312932754573004
B9J08_002792,1.073138322,B9J08_03771,1.05999620045637,0.013142121543629814
B9J08_003088,-1.550946949,B9J08_05534,-1.56515894998665,0.014212000986649986
B9J08_002217,1.394498838,B9J08_00666,1.40902985724136,0.01453101924135991
B9J08_003099,-1.799625909,B9J08_05238,-1.78509107110788,0.014534837892119956
B9J08_003911,-1.660464285,B9J08_00083,-1.6751477841152,0.01468349911520006
B9J08_002304,1.674678333,B9J08_04926,1.68980093133293,0.01512259833293017
B9J08_004787,-2.558924761,B9J08_01084,-2.54043199167855,0.018492769321450275
B9J08_000799,2.217894623,B9J08_02396,2.19853808603656,0.01935653696343964
B9J08_002613,-1.654397932,B9J08_00083,-1.6751477841152,0.020749852115200085
B9J08_005063,-1.653627778,B9J08_05570,-1.63273670777776,0.020891070222240016
B9J08_003223,-2.506279318,B9J08_00052,-2.48166961137171,0.024609706628289985
B9J08_002482,1.630978504,B9J08_00017,1.59935140325273,0.03162710074726993
B9J08_002451,1.813563648,B9J08_02180,1.77648695623237,0.037076691767629955
B9J08_002480,2.381742961,B9J08_02246,2.41892200081183,0.037179039811829906
B9J08_000287,2.378103503,B9J08_02246,2.41892200081183,0.04081849781182978
B9J08_004446,-3.489254044,B9J08_03731,-3.44489830187467,0.04435574212533
B9J08_001998,1.824135367,B9J08_02180,1.77648695623237,0.047648410767630045
B9J08_001012,2.365598918,B9J08_02246,2.41892200081183,0.05332308281183007
B9J08_000656,4.050383524,B9J08_01315,3.99050016649448,0.059883357505519985
B9J08_002593,-2.820024018,B9J08_01223,-2.7599052186602,0.0601187993397998
B9J08_004378,2.346915157,B9J08_02757,2.28228505047084,0.06463010652916035
B9J08_001458,-7.253638352,B9J08_03708,-7.34620654257217,0.09256819057216958
B9J08_001899,-5.273100081,B9J08_00369,-5.40130035998971,0.1282002789897101
B9J08_002136,6.576351388,B9J08_02614,4.24761450613802,2.32873688186198
