paper_gene,our_gene,paper_lfc,our_lfc,lfc_diff,gene_name
B9J08_003891,B9J08_01749,4.951269586,4.91422185844526,0.037047727554739396,
B9J08_001458,B9J08_03708,4.466069724,4.52534752630344,0.059277802303440374,SCF1
B9J08_004100,B9J08_01957,3.676295329,3.66163748259387,0.01465784640612977,
B9J08_004109,B9J08_04863,3.139694524,3.13207569781196,0.007618826188039662,
B9J08_004544,B9J08_04503,2.976287487,2.97057329370876,0.005714193291240122,
B9J08_000846,B9J08_04173,2.865475738,2.86479110346477,0.0006846345352302663,
B9J08_004451,B9J08_04173,2.859214855,2.86479110346477,0.005576248464770117,
B9J08_004112,B9J08_04866,2.557540007,2.56386557239991,0.006325565399909916,ALS4112
B9J08_002459,B9J08_05469,2.548008686,2.54980412198817,0.0017954359881700022,
B9J08_000595,B9J08_02553,2.493072142,2.47748505905136,0.015587082948639974,
B9J08_001899,B9J08_02553,2.4828413,2.47748505905136,0.0053562409486400675,
B9J08_000724,B9J08_02682,2.455685682,2.45399812413595,0.00168755786405006,
B9J08_001362,B9J08_02682,2.451522275,2.45399812413595,0.0024758491359500034,
B9J08_002381,B9J08_03612,2.428297226,2.43208840367222,0.0037911776722197033,
B9J08_004987,B9J08_03870,2.32189263,2.32123495637334,0.0006576736266596939,
B9J08_001621,B9J08_03056,2.26987352,2.26934723705605,0.0005262829439498518,
B9J08_004446,B9J08_04930,2.263328713,2.25996805085601,0.003360662143990112,
B9J08_004176,B9J08_00331,2.232642501,2.22131581165808,0.011326689341919938,
B9J08_001861,B9J08_00331,2.22866037,2.22131581165808,0.007344558341920049,
B9J08_000211,B9J08_02170,2.177339215,2.17057409843916,0.006765116560839779,
B9J08_002830,B9J08_00689,2.163892434,2.16878263429101,0.004890200291010061,
B9J08_004560,B9J08_03798,2.142302469,2.14908462113444,0.00678215213444,
B9J08_002847,B9J08_00706,2.135264739,2.13320120196744,0.0020635370325603475,
B9J08_001484,B9J08_01391,2.108894526,2.11105501633334,0.0021604903333400927,
B9J08_002919,B9J08_00777,2.082422217,2.08468117724423,0.0022589602442302237,
B9J08_002940,B9J08_00777,2.082323916,2.08468117724423,0.002357261244230191,
B9J08_000178,B9J08_02137,2.053001254,2.05548055024669,0.002479296246689966,
B9J08_001581,B9J08_02945,2.050865566,2.04956929216236,0.0012962738376400829,
B9J08_003628,B9J08_01486,2.042873445,2.03750893016799,0.005364514832010059,
B9J08_000987,B9J08_01486,2.042729595,2.03750893016799,0.005220664832009891,
B9J08_004559,B9J08_01486,2.039970517,2.03750893016799,0.002461586832009921,
B9J08_002012,B9J08_03085,2.029473547,2.03318437410038,0.0037108271003800652,
B9J08_004628,B9J08_04200,2.005229378,2.00394310838095,0.0012862696190500955,
B9J08_001552,B9J08_00023,1.985906968,1.99144186272097,0.005534894720969907,
B9J08_004365,B9J08_05119,1.915348634,1.9149081142391,0.00044051976090009326,
B9J08_002668,B9J08_00528,1.901935076,1.8959929445248,0.005942131475199952,
B9J08_002261,B9J08_01057,1.88528793,1.88442989936677,0.0008580306332299781,
B9J08_005380,B9J08_04882,1.867264086,1.86587253984386,0.001391546156140011,
B9J08_002166,B9J08_04882,1.864983413,1.86587253984386,0.0008891268438599997,
B9J08_000388,B9J08_00699,1.855629002,1.85039105753956,0.005237944460440014,
B9J08_004148,B9J08_05249,1.83859351,1.8356814104664,0.0029120995335998323,
B9J08_002239,B9J08_05249,1.83719299,1.8356814104664,0.0015115795335998161,
B9J08_004477,B9J08_00739,1.833153457,1.83352395712753,0.00037050012752981587,
B9J08_004905,B9J08_03788,1.826470329,1.83184534501246,0.005375016012460154,
B9J08_004324,B9J08_05078,1.807221971,1.80677259210443,0.0004493788955699518,
B9J08_002825,B9J08_00684,1.804897175,1.80629059702604,0.00139342202603987,
B9J08_004167,B9J08_04921,1.803291155,1.80329106008944,9.491055985577646e-08,
B9J08_004840,B9J08_04436,1.797889194,1.80256509498337,0.004675900983370118,
B9J08_000592,B9J08_04436,1.79647397,1.80256509498337,0.006091124983369944,
B9J08_003109,B9J08_04800,1.784507901,1.77837208475386,0.006135816246140013,
B9J08_005394,B9J08_04800,1.779222383,1.77837208475386,0.0008502982461400244,
B9J08_000581,B9J08_00967,1.775123218,1.77454899522271,0.0005742227772900232,
B9J08_000849,B9J08_02550,1.764802145,1.76575345473824,0.0009513097382400915,
B9J08_002624,B9J08_04277,1.763382585,1.76326030072626,0.00012228427374005868,
B9J08_003514,B9J08_02356,1.73567433,1.74062418286035,0.00494985286034999,
B9J08_001956,B9J08_02552,1.732207345,1.72600696686122,0.006200378138780049,
B9J08_000594,B9J08_01373,1.722071303,1.72245743140806,0.0003861284080599603,
B9J08_000398,B9J08_00022,1.717495093,1.71584095205356,0.001654140946439897,SAP7
B9J08_001551,B9J08_00485,1.708787881,1.70954212797408,0.0007542469740799973,
B9J08_001613,B9J08_00485,1.707778924,1.70954212797408,0.0017632039740798078,
B9J08_000007,B9J08_01966,1.691857119,1.69017530904135,0.0016818099586499713,
B9J08_001538,B9J08_01966,1.683834749,1.69017530904135,0.006340560041349974,
B9J08_001323,B9J08_00566,1.679460215,1.67606061267719,0.0033996023228100025,
B9J08_002707,B9J08_00566,1.67784082,1.67606061267719,0.0017802073228099236,
B9J08_003466,B9J08_04852,1.668693237,1.66859951286233,9.372413766994825e-05,
B9J08_004892,B9J08_01025,1.66375017,1.66471184746624,0.0009616774662399852,
B9J08_004831,B9J08_01025,1.662637549,1.66471184746624,0.0020742984662398545,
B9J08_003167,B9J08_01325,1.661568244,1.65934557591907,0.002222668080929857,
B9J08_002423,B9J08_05433,1.647947837,1.65100396090707,0.0030561239070698853,
B9J08_001225,B9J08_05433,1.645973337,1.65100396090707,0.0050306239070698755,
B9J08_005163,B9J08_04046,1.636878535,1.63770985894685,0.0008313239468500377,
B9J08_004445,B9J08_03475,1.629822546,1.62925651100592,0.0005660349940799225,
B9J08_003223,B9J08_01084,1.626887784,1.62757160779045,0.0006838237904500666,
B9J08_004878,B9J08_00058,1.605949679,1.59877444258982,0.00717523641018003,
B9J08_002240,B9J08_00058,1.604067237,1.59877444258982,0.005292794410179935,
B9J08_004545,B9J08_02973,1.595640047,1.5956072225609,3.2824439100132e-05,
B9J08_001588,B9J08_02973,1.594240477,1.5956072225609,0.0013667455608998846,
B9J08_002734,B9J08_04838,1.584046947,1.58579527563458,0.0017483286345798543,
B9J08_000792,B9J08_00593,1.567479605,1.56614478947683,0.001334815523170052,
B9J08_000017,B9J08_01976,1.556398803,1.55281452288442,0.0035842801155800963,
B9J08_003007,B9J08_03779,1.544645383,1.54410174733205,0.0005436356679500154,
B9J08_003454,B9J08_00594,1.542102818,1.54086328039579,0.0012395376042100281,
B9J08_001255,B9J08_00594,1.54170909,1.54086328039579,0.0008458096042098795,
B9J08_002735,B9J08_00456,1.539355861,1.53998662720613,0.0006307662061300068,
B9J08_003374,B9J08_00922,1.530226507,1.53006452708838,0.00016197991162014702,
B9J08_000030,B9J08_00423,1.521147411,1.52038712835794,0.0007602826420600728,
B9J08_001181,B9J08_05047,1.517429093,1.51471404420442,0.002715048795580044,
B9J08_002560,B9J08_04933,1.509810326,1.50776282276821,0.0020475032317899267,
B9J08_002773,B9J08_05570,1.506839098,1.50760853175666,0.000769433756660165,
B9J08_003462,B9J08_00865,1.501982437,1.50552328713932,0.003540850139320151,
B9J08_000829,B9J08_05265,1.489677831,1.48930543040625,0.0003724005937499886,
B9J08_005080,B9J08_00632,1.48179137,1.4785179228357,0.003273447164300114,
B9J08_002255,B9J08_00632,1.479092963,1.4785179228357,0.0005750401643001002,
B9J08_004104,B9J08_00632,1.467950744,1.4785179228357,0.01056717883570002,
B9J08_000501,B9J08_02459,1.45714685,1.45728148797225,0.00013463797224999574,
B9J08_004637,B9J08_02459,1.455691341,1.45728148797225,0.0015901469722499062,
B9J08_002652,B9J08_00512,1.446867331,1.44741326869722,0.0005459376972201113,
B9J08_002165,B9J08_00512,1.445820057,1.44741326869722,0.0015932116972201538,
B9J08_001831,B9J08_02432,1.435245935,1.43343452346874,0.0018114115312599655,
B9J08_000474,B9J08_02432,1.432039859,1.43343452346874,0.0013946644687399257,
B9J08_003392,B9J08_02805,1.422306814,1.42143987316399,0.0008669408360100217,
B9J08_000847,B9J08_02805,1.421952238,1.42143987316399,0.0005123648360101374,
B9J08_002201,B9J08_03485,1.416522057,1.41730926318822,0.0007872061882201464,
B9J08_000925,B9J08_03485,1.416370167,1.41730926318822,0.0009390961882200788,
B9J08_001235,B9J08_00391,1.415491933,1.41454384315184,0.000948089848159972,
B9J08_005147,B9J08_03274,1.408937939,1.41034721170209,0.0014092727020900142,
B9J08_002027,B9J08_04030,1.405541296,1.40595654974445,0.00041525374444995045,
B9J08_004877,B9J08_04837,1.395486403,1.3959278771516,0.00044147415159989656,
B9J08_004458,B9J08_00488,1.386041936,1.38691707481768,0.0008751388176799768,
B9J08_005081,B9J08_04929,1.382096582,1.37848437971683,0.0036122022831699407,
B9J08_002256,B9J08_01826,1.374025612,1.37635775490718,0.0023321429071798683,
B9J08_002628,B9J08_01826,1.37311386,1.37635775490718,0.0032438949071800227,
B9J08_004351,B9J08_01826,1.372323598,1.37635775490718,0.004034156907180009,
B9J08_003258,B9J08_01770,1.370250439,1.36687465249623,0.0033757865037700174,
B9J08_003969,B9J08_01770,1.36947042,1.36687465249623,0.0025957675037699968,
B9J08_004027,B9J08_01770,1.366286944,1.36687465249623,0.0005877084962300216,
B9J08_003912,B9J08_05105,1.361620139,1.36327861613606,0.0016584771360599326,
B9J08_003750,B9J08_04348,1.358237911,1.35975499615017,0.0015170851501700167,
B9J08_000928,B9J08_02886,1.351057419,1.35133552638867,0.000278107388669957,
B9J08_004366,B9J08_01969,1.349407636,1.34781586493356,0.0015917710664399287,
B9J08_001291,B9J08_01969,1.348252744,1.34781586493356,0.00043687906643996577,
B9J08_000010,B9J08_01969,1.348217905,1.34781586493356,0.00040204006643995704,
B9J08_004940,B9J08_05120,1.341791862,1.34208670132334,0.0002948393233399571,
B9J08_000995,B9J08_05344,1.339178093,1.33718430866052,0.0019937843394799426,
B9J08_000591,B9J08_05344,1.338872988,1.33718430866052,0.001688679339480137,
B9J08_003694,B9J08_05343,1.334458586,1.33439303938295,6.55466170500496e-05,
B9J08_002334,B9J08_01552,1.33277781,1.33292086070055,0.0001430507005499848,
B9J08_003909,B9J08_00225,1.329375075,1.32966464007357,0.0002895650735701416,
B9J08_003019,B9J08_03764,1.320976477,1.32086695996596,0.000109517034040163,
B9J08_004367,B9J08_00821,1.315577686,1.31481759018785,0.0007600958121498635,
B9J08_005002,B9J08_04972,1.304963101,1.3049111482275,5.1952772500030164e-05,
B9J08_001352,B9J08_01307,1.299671292,1.29979678433823,0.0001254923382301154,
B9J08_005199,B9J08_04787,1.299319137,1.29896761761155,0.0003515193884497947,
B9J08_004934,B9J08_03817,1.293572647,1.29400324190555,0.0004305949055500857,
B9J08_004479,B9J08_03817,1.291279426,1.29400324190555,0.002723815905550042,
B9J08_001968,B9J08_04495,1.278800312,1.27855611805152,0.0002441939484800759,
B9J08_000873,B9J08_00518,1.274521382,1.27706589027041,0.002544508270409862,
B9J08_000292,B9J08_00518,1.274437913,1.27706589027041,0.0026279772704098647,
B9J08_003280,B9J08_04380,1.268298455,1.26794242277412,0.0003560322258799875,
B9J08_003397,B9J08_04380,1.267915606,1.26794242277412,2.6816774119975406e-05,
B9J08_001889,B9J08_03602,1.264981697,1.26433410263944,0.0006475943605601664,
B9J08_003448,B9J08_00359,1.26239266,1.26220634671756,0.00018631328244000933,
B9J08_002576,B9J08_00529,1.258610252,1.25813642818148,0.0004738238185200139,
B9J08_002351,B9J08_00529,1.257597594,1.25813642818148,0.0005388341814800413,
B9J08_002669,B9J08_00529,1.257299921,1.25813642818148,0.000836507181479984,
B9J08_000905,B9J08_02863,1.251078542,1.25125182885241,0.00017328685241002617,
B9J08_003689,B9J08_02573,1.245533059,1.24767030478382,0.0021372457838200187,
B9J08_001371,B9J08_03621,1.245010872,1.24333007147824,0.0016808005217598954,
B9J08_003709,B9J08_05253,1.241074103,1.23984511495635,0.0012289880436500145,
