GeneID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
B9J08_03708	93594.3119436368	-8.66898378965657	0.35414784301195	-24.4784317078674	2.5072263184124302e-132	1.37947592039052e-128
B9J08_02550	1253.11146332577	-6.0159483076448	0.303795743409252	-19.8026089507796	2.82668142806618e-87	7.77620060861005e-84
B9J08_02614	3155.45670202916	4.28168980098756	0.247943910753496	17.2687838470225	8.082780680625031e-67	1.48238197682663e-63
B9J08_00020	572.901575107509	6.08888454580532	0.384784096854726	15.8241585231215	2.12014639487962e-56	2.91626136615691e-53
B9J08_04863	20550.836375933	-3.62069777236312	0.278649950780569	-12.9937140208374	1.32821615542382e-38	1.46156905742837e-35
B9J08_03209	2630.07336448106	14.9824626770075	1.21363673443419	12.3450965613631	5.177208911273641e-35	4.74750057163793e-32
B9J08_00745	3648.57991929918	-2.29293155118523	0.205897069159814	-11.1363000966541	8.35173581950966e-29	6.564464354134589e-26
B9J08_01515	14886.6390308702	-3.08641857444563	0.289940279582855	-10.6450148247292	1.83954990813889e-26	1.2651504493225201e-23
B9J08_05205	1703.5649177079	-6.73645735660014	0.679541283712355	-9.91324223864468	3.6461777244836204e-23	2.22902998223432e-20
B9J08_01838	1609.8597748376	4.04180792245621	0.415821831682183	9.72004742056307	2.47666128423053e-22	1.36265903858364e-19
B9J08_01749	231.817683481315	-3.94731434264175	0.484243027696167	-8.15151507998262	3.59392852985833e-16	1.7976177064800499e-13
B9J08_01957	11683.7755638486	-4.95385346799881	0.613772894976341	-8.07115059746939	6.96387570891025e-16	3.19293701253535e-13
B9J08_05490	2843.65417913911	5.25529010728817	0.683890134367153	7.68440695836507	1.5370733564015702e-14	6.50536738993958e-12
B9J08_03405	18259.0522645596	-3.89354298384147	0.520849878132363	-7.47536506642323	7.69898206717596e-14	3.0256999524001496e-11
B9J08_05200	14613.6434636113	-3.54730895468264	0.478341553070015	-7.41584947390806	1.2084769311455e-13	4.2009168401956e-11
B9J08_03025	1427.24513669534	1.64032854848996	0.221235100234306	7.41441365657038	1.2216406659965399e-13	4.2009168401956e-11
B9J08_02897	11181.8070390633	1.43277278415004	0.193749941980965	7.3949585197337	1.41452423611583e-13	4.5780660865348796e-11
B9J08_01766	1718.71374341492	3.47339385357565	0.478583421107002	7.25765603317684	3.9385553985079e-13	1.20388510014391e-10
B9J08_01552	6826.20139394379	-1.88386765114517	0.278038954752798	-6.77555291782801	1.2393136953484498e-11	3.58879155358274e-09
B9J08_02076	253.93155423781	-2.74723054889734	0.407641421254868	-6.73933120054476	1.59117328116302e-11	4.37731769647947e-09
B9J08_00946	166407.039607028	1.57015867114901	0.235523460186023	6.66667630438534	2.6166131812301098e-11	6.855526534822891e-09
B9J08_02129	4341.19328793664	1.74759759689622	0.263058439261154	6.64338160678157	3.0656674718575695e-11	7.666955650072891e-09
B9J08_05240	3520.02544556041	3.08414389609116	0.466999471523468	6.60416999194864	3.99750620022931e-11	9.562730049418122e-09
B9J08_02974	696.376054390247	-1.45100612732079	0.225212491826558	-6.44283145909266	1.17264895368246e-10	2.68829772631704e-08
B9J08_05266	1296.77868196656	-2.47516383318213	0.385310800355238	-6.4238111957935	1.32904030606516e-10	2.81640151916367e-08
B9J08_05254	1959.54143587056	3.03753377735194	0.472871104415227	6.42359778170055	1.33090584329799e-10	2.81640151916367e-08
B9J08_00369	53604.8346309555	-3.88399219040262	0.622227622926805	-6.24207612663237	4.31800690917434e-10	8.79913852380637e-08
B9J08_02682	2671.66711453101	-2.25621733135384	0.364847089497175	-6.18400803049659	6.24941863796782e-10	1.22801076236068e-07
B9J08_05392	6121.27237467458	1.31559717182409	0.215437510080044	6.10663004476469	1.01756730971627e-09	1.9305708062272e-07
B9J08_04503	13504.4702328679	-2.97577323547409	0.496135555143431	-5.99790360643233	1.99881104470259e-09	3.66581945598454e-07
B9J08_02553	1682.14648842613	-1.47020515195997	0.259676062381935	-5.66168917717787	1.49890140765191e-08	2.66030824029058e-06
B9J08_03770	1902.78089188363	2.38795354355841	0.428987237921644	5.56649087074842	2.59920392011141e-08	4.46900624014156e-06
B9J08_01923	1631.84151660394	-2.84790029976802	0.522384587450262	-5.45173109656337	4.98818444545703e-08	8.31666388451655e-06
B9J08_03021	920.900083296334	2.17740512232035	0.400789803123772	5.43278572795408	5.54810142852908e-08	8.97813354699029e-06
B9J08_01761	4382.17660505001	2.47777788312986	0.462445187647176	5.35799257796643	8.4151696434113e-08	1.32286466794426e-05
B9J08_05591	1451.00486560506	1.30894559057253	0.24517605231485	5.3387987049062	9.35644549399295e-08	1.42997675299859e-05
B9J08_00052	7863.91865906359	-4.31135228764287	0.817742765339066	-5.2722597745701	1.34754157581714e-07	2.00383074328268e-05
B9J08_01350	1965.30303070716	2.3263828460095	0.445009385459916	5.22771636289243	1.71616513551669e-07	2.48482646726653e-05
B9J08_04436	538.60701281324	-1.52008877050032	0.302233826953061	-5.02951236737773	4.91728785673883e-07	6.93715840712232e-05
B9J08_03291	1793.30163865781	1.9178759700679	0.388958115283777	4.93080332999004	8.18921489931969e-07	0.0001126426509401
B9J08_04200	781.293878525306	2.11569667825072	0.436622497304764	4.84559703476286	1.26231496468733e-06	0.0001679206029482
B9J08_05198	2706.49124967284	2.13525452200934	0.443087387508717	4.81903701663666	1.44252790578056e-06	0.0001845764776187
B9J08_02792	1313.06901332651	2.1852034787209	0.456340176226132	4.78854063824101	1.67998546066373e-06	0.0002100745455584
B9J08_01300	16980.8520322507	1.35239010821472	0.28914019591468	4.67728156556201	2.90702972099835e-06	0.0003554328338873
B9J08_03290	4059.79250468378	1.83195332071796	0.392474738604615	4.66769740959941	3.0459404159122e-06	0.0003643209601814
B9J08_05189	5565.55279628839	-1.31973313569812	0.284389531067622	-4.64058269213967	3.47428110338751e-06	0.0004050163546174
B9J08_05119	11903.0284623476	2.52335658685592	0.54416756189745	4.6370948280292	3.53340331182102e-06	0.0004050163546174
B9J08_04847	120.396418952009	2.78046347728675	0.623155366875447	4.46191050432291	8.12321532649021e-06	0.0009121210352316
