Gene_ID_v2	Gene_ID_v3	log2FoldChange
B9J08_003029	B9J08_03029	-1.71324299497075
B9J08_003602	B9J08_03602	-1.26433295307061
B9J08_000701	B9J08_00701	-1.12005340908497
B9J08_000593	B9J08_00593	-1.56614264133462
B9J08_002459	B9J08_02459	-1.45727909269145
B9J08_002002	B9J08_02002	-1.14603434222169
B9J08_001805	B9J08_01805	-1.04074715924732
B9J08_001772	B9J08_01772	1.18426500712659
B9J08_001884	B9J08_01884	-1.36493839020421
B9J08_001542	B9J08_01542	1.39668852164895
B9J08_003769	B9J08_03769	1.99587227335293
B9J08_000085	B9J08_00085	-1.01466511762354
B9J08_005433	B9J08_05433	-1.65100120439551
B9J08_001258	B9J08_01258	-1.26602439631997
B9J08_001044	B9J08_01044	-1.21947819136528
B9J08_001084	B9J08_01084	-1.62756872218131
B9J08_000529	B9J08_00529	-1.25813441583013
B9J08_003291	B9J08_03291	1.43437391519497
B9J08_003183	B9J08_03183	1.09222744075163
B9J08_004757	B9J08_04757	1.69198344859581
B9J08_002805	B9J08_02805	-1.4214377862959
B9J08_001269	B9J08_01269	1.39362537335511
B9J08_001422	B9J08_01422	-1.17662155477686
B9J08_002999	B9J08_02999	-1.11251658256261
B9J08_000865	B9J08_00865	-1.50552147740001
B9J08_000632	B9J08_00632	-1.47851616800132
B9J08_003817	B9J08_03817	-1.29400199262692
B9J08_001976	B9J08_01976	-1.55281236907005
B9J08_000830	B9J08_00830	-1.05837930179532
B9J08_004510	B9J08_04510	-1.15011405688574
B9J08_004846	B9J08_04846	1.83743702378974
B9J08_004483	B9J08_04483	-1.11421122605442
B9J08_002966	B9J08_02966	-1.07483241341589
B9J08_000594	B9J08_00594	-1.5408606888915
B9J08_001826	B9J08_01826	-1.37635624650887
B9J08_000022	B9J08_00022	-1.71583828012004
B9J08_004837	B9J08_04837	-1.39592651493278
B9J08_002804	B9J08_02804	-2.87468079276416
B9J08_000023	B9J08_00023	-1.99143772986033
B9J08_005105	B9J08_05105	-1.3632770630009
B9J08_004543	B9J08_04543	-1.01674283670038
B9J08_001325	B9J08_01325	-1.65934279411483
B9J08_001955	B9J08_01955	-1.02153456335048
B9J08_002831	B9J08_02831	-1.28016704878362
B9J08_003854	B9J08_03854	-1.13893523275887
B9J08_002398	B9J08_02398	-1.30029864503553
