Gene_ID_v2	Gene_ID_v3	log2FoldChange
B9J08_001458	B9J08_03708	-8.66898378965657
B9J08_000592	B9J08_02550	-6.0159483076448
B9J08_000656	B9J08_02614	4.28168980098756
B9J08_001549	B9J08_00020	6.08888454580532
B9J08_004109	B9J08_04863	-3.62069777236312
B9J08_002136	B9J08_03209	14.9824626770075
B9J08_002886	B9J08_00745	-2.29293155118523
B9J08_003657	B9J08_01515	-3.08641857444563
B9J08_004451	B9J08_05205	-6.73645735660014
B9J08_003981	B9J08_01838	4.04180792245621
B9J08_003891	B9J08_01749	-3.94731434264175
B9J08_004100	B9J08_01957	-4.95385346799881
B9J08_002480	B9J08_05490	5.25529010728817
B9J08_001155	B9J08_03405	-3.89354298384147
B9J08_004446	B9J08_05200	-3.54730895468264
B9J08_001952	B9J08_03025	1.64032854848996
B9J08_000939	B9J08_02897	1.43277278415004
B9J08_003908	B9J08_01766	3.47339385357565
B9J08_003694	B9J08_01552	-1.88386765114517
B9J08_000117	B9J08_02076	-2.74723054889734
B9J08_003088	B9J08_00946	1.57015867114901
B9J08_000170	B9J08_02129	1.74759759689622
B9J08_005560	B9J08_05240	3.08414389609116
B9J08_001016	B9J08_02974	-1.45100612732079
B9J08_002256	B9J08_05266	-2.47516383318213
B9J08_002244	B9J08_05254	3.03753377735194
B9J08_001899	B9J08_00369	-3.88399219040262
B9J08_000724	B9J08_02682	-2.25621733135384
B9J08_002382	B9J08_05392	1.31559717182409
B9J08_004544	B9J08_04503	-2.97577323547409
B9J08_000595	B9J08_02553	-1.47020515195997
B9J08_001520	B9J08_03770	2.38795354355841
B9J08_004066	B9J08_01923	-2.84790029976802
B9J08_001948	B9J08_03021	2.17740512232035
B9J08_003903	B9J08_01761	2.47777788312986
B9J08_002581	B9J08_05591	1.30894559057253
B9J08_001581	B9J08_00052	-4.31135228764287
B9J08_003491	B9J08_01350	2.3263828460095
B9J08_004477	B9J08_04436	-1.52008877050032
B9J08_002218	B9J08_03291	1.9178759700679
B9J08_002532	B9J08_05542	0.969187652444049
B9J08_005317	B9J08_04200	2.11569667825072
B9J08_004444	B9J08_05198	2.13525452200934
B9J08_000834	B9J08_02792	2.1852034787209
B9J08_003441	B9J08_01300	1.35239010821472
B9J08_002217	B9J08_03290	1.83195332071796
B9J08_004435	B9J08_05189	-1.31973313569812
B9J08_004365	B9J08_05119	2.52335658685592
B9J08_004887	B9J08_04847	2.78046347728675
B9J08_001480	B9J08_03730	-1.05878877324742
B9J08_001985	B9J08_03058	1.44939354440532
B9J08_002646	B9J08_00506	-1.55649282980844
B9J08_002255	B9J08_05265	-1.97466419947991
B9J08_000594	B9J08_02552	-1.6131246335802
B9J08_001547	B9J08_00018	1.58367137784608
B9J08_002875	B9J08_00734	1.20767507280893
B9J08_004553	B9J08_04512	-2.25021433574053
B9J08_002997	B9J08_00855	0.986304636202733
B9J08_001450	B9J08_03700	1.75011488398783
B9J08_001487	B9J08_03737	-1.00948649081107
B9J08_004777	B9J08_04737	-2.1154876648517
B9J08_002839	B9J08_00698	0.946822933766697
B9J08_000460	B9J08_02418	1.5253259459696
B9J08_002669	B9J08_00529	1.80071627814293
B9J08_005006	B9J08_03889	1.58826286563324
B9J08_004514	B9J08_04473	-1.66275694319909
B9J08_002585	B9J08_00445	1.46271373963489
B9J08_004602	B9J08_04561	-3.24070417462471
B9J08_004204	B9J08_04958	-2.92796799764379
B9J08_001660	B9J08_00130	-2.51546990901421
B9J08_004098	B9J08_01955	-3.04016188874064
B9J08_001132	B9J08_03382	-1.73864237616378
B9J08_004798	B9J08_04758	1.64961569511907
B9J08_004988	B9J08_03871	-1.63448473902946
B9J08_001515	B9J08_03765	-5.16523312760799
B9J08_004545	B9J08_04504	-3.31999215733934
NA	B9J08_05224	1.91314047754776
B9J08_001196	B9J08_03446	1.23767392356423
B9J08_004828	B9J08_04788	2.02608639521737
B9J08_001526	B9J08_03776	-2.68887551564792
B9J08_003374	B9J08_01235	1.56022909126415
B9J08_004591	B9J08_04550	0.92028455142652
B9J08_000645	B9J08_02603	1.22836153643543
B9J08_002575	B9J08_05585	-1.27306532169594
B9J08_000846	B9J08_02804	1.54928140767304
B9J08_005198	B9J08_04081	1.44452855247007
B9J08_001090	B9J08_03340	1.07245904196605
B9J08_004469	B9J08_05223	1.68076023462363
B9J08_001269	B9J08_03519	0.991363788991706
B9J08_001073	B9J08_03323	0.672074816446782
B9J08_000221	B9J08_02180	2.43040796932482
B9J08_001881	B9J08_00351	0.80664246726768
B9J08_001799	B9J08_00269	1.52176443250061
B9J08_000438	B9J08_02396	2.52798454718226
B9J08_000008	B9J08_01967	-2.28858652011735
B9J08_005322	B9J08_04205	1.17015087981525
B9J08_003449	B9J08_01308	1.68651158753798
B9J08_003283	B9J08_01144	1.18962258237902
B9J08_004830	B9J08_04790	2.04671927181612
B9J08_000398	B9J08_02356	-2.1090628182482
B9J08_003109	B9J08_00967	-1.96237144778396
B9J08_004870	B9J08_04830	0.897028198746518
B9J08_002712	B9J08_00571	-0.718918196459639
B9J08_002919	B9J08_00777	1.42198442621974
B9J08_002055	B9J08_03128	-1.5484660404024
B9J08_004445	B9J08_05199	-1.46910926873191
B9J08_004111	B9J08_04865	-3.0158903010927
B9J08_000484	B9J08_02442	0.697101067711243
NA	B9J08_04417	-0.71388101877528
