Gene_ID_v2	Gene_ID_v3	log2FoldChange
B9J08_004637	B9J08_04596	1.455691341
B9J08_002652	B9J08_00512	1.446867331
B9J08_002165	B9J08_03238	1.445820057
B9J08_001831	B9J08_00301	1.435245935
B9J08_000474	B9J08_02432	1.432039859
B9J08_003392	B9J08_01253	1.422306814
B9J08_000847	B9J08_02805	1.421952238
B9J08_002201	B9J08_03274	1.416522057
B9J08_000925	B9J08_02883	1.416370167
B9J08_001235	B9J08_03485	1.415491933
B9J08_005147	B9J08_04030	1.408937939
B9J08_002027	B9J08_03100	1.405541296
B9J08_004877	B9J08_04837	1.395486403
B9J08_004458	B9J08_05212	1.386041936
B9J08_005081	B9J08_03964	1.382096582
B9J08_002256	B9J08_05266	1.374025612
B9J08_002628	B9J08_00488	1.37311386
B9J08_004351	B9J08_05105	1.372323598
B9J08_003258	B9J08_01119	1.370250439
B9J08_003969	B9J08_01826	1.36947042
B9J08_004027	B9J08_01884	1.366286944
B9J08_003912	B9J08_01770	1.361620139
B9J08_003750	B9J08_01608	1.358237911
B9J08_000928	B9J08_02886	1.351057419
B9J08_004366	B9J08_05120	1.349407636
B9J08_001291	B9J08_03541	1.348252744
B9J08_000010	B9J08_01969	1.348217905
B9J08_004940	B9J08_03823	1.341791862
B9J08_000995	B9J08_02953	1.339178093
B9J08_000591	B9J08_02549	1.338872988
B9J08_003694	B9J08_01552	1.334458586
B9J08_002334	B9J08_05344	1.33277781
B9J08_003909	B9J08_01767	1.329375075
B9J08_003019	B9J08_00877	1.320976477
B9J08_004367	B9J08_05121	1.315577686
B9J08_005002	B9J08_03885	1.304963101
B9J08_001352	B9J08_03602	1.299671292
B9J08_005199	B9J08_04082	1.299319137
B9J08_004934	B9J08_03817	1.293572647
B9J08_004479	B9J08_04438	1.291279426
B9J08_001968	B9J08_03041	1.278800312
B9J08_000873	B9J08_02831	1.274521382
B9J08_000292	B9J08_02251	1.274437913
B9J08_003280	B9J08_01141	1.268298455
B9J08_003397	B9J08_01258	1.267915606
B9J08_001889	B9J08_00359	1.264981697
B9J08_003448	B9J08_01307	1.26239266
B9J08_002576	B9J08_05586	1.258610252
B9J08_002351	B9J08_05361	1.257597594
B9J08_002669	B9J08_00529	1.257299921
B9J08_000905	B9J08_02863	1.251078542
B9J08_003689	B9J08_01547	1.245533059
B9J08_001371	B9J08_03621	1.245010872
B9J08_003709	B9J08_01567	1.241074103
B9J08_000615	B9J08_02573	1.240361827
B9J08_002886	B9J08_00745	1.233352339
B9J08_003186	B9J08_01044	1.225429528
B9J08_002330	B9J08_05340	1.211410784
B9J08_002279	B9J08_05289	1.209253555
B9J08_002149	B9J08_03222	1.180406083
B9J08_001834	B9J08_00304	1.180190254
B9J08_003564	B9J08_01422	1.170491127
B9J08_000397	B9J08_02355	1.167505209
B9J08_004971	B9J08_03854	1.161945383
B9J08_003337	B9J08_01198	1.16151282
B9J08_000690	B9J08_02648	1.159640301
B9J08_002577	B9J08_05587	1.158977743
B9J08_002763	B9J08_00622	1.158379483
B9J08_000348	B9J08_02306	1.153755243
B9J08_001132	B9J08_03382	1.153198487
B9J08_003955	B9J08_01812	1.1527933
B9J08_004551	B9J08_04510	1.149526839
B9J08_003227	B9J08_01088	1.148941738
B9J08_000043	B9J08_02002	1.148308091
B9J08_001721	B9J08_00191	1.145112246
B9J08_000032	B9J08_01991	1.140238408
B9J08_004135	B9J08_04889	1.133536067
B9J08_005107	B9J08_03990	1.128255748
B9J08_002842	B9J08_00701	1.121847349
B9J08_004316	B9J08_05070	1.120148103
B9J08_001041	B9J08_02999	1.113519943
B9J08_004524	B9J08_04483	1.111695308
B9J08_000814	B9J08_02772	1.106923919
B9J08_005255	B9J08_04138	1.105090148
B9J08_000029	B9J08_01988	1.103844648
B9J08_004113	B9J08_04867	1.098371596
B9J08_001116	B9J08_03366	1.097689995
B9J08_004939	B9J08_03822	1.090402173
B9J08_000071	B9J08_02030	1.088904288
B9J08_001480	B9J08_03730	1.088880736
B9J08_005386	B9J08_04269	1.081505886
B9J08_001008	B9J08_02966	1.075983637
B9J08_001224	B9J08_03474	1.070122346
B9J08_005302	B9J08_04185	1.068930939
B9J08_004988	B9J08_03871	1.066356975
B9J08_003744	B9J08_01602	1.062372202
B9J08_002972	B9J08_00830	1.061141096
B9J08_004098	B9J08_01955	1.05257018
B9J08_005514	B9J08_04396	1.04998236
B9J08_003948	B9J08_01805	1.041778477
B9J08_004750	B9J08_04710	1.04142699
B9J08_000824	B9J08_02782	1.036064202
B9J08_004584	B9J08_04543	1.034695349
B9J08_004847	B9J08_04807	1.030892129
B9J08_001615	B9J08_00085	1.01645477
B9J08_002259	B9J08_05269	1.013420443
B9J08_001364	B9J08_03614	1.013349827
B9J08_004883	B9J08_04843	1.008898745
B9J08_004793	B9J08_04753	1.006019951
B9J08_000593	B9J08_02551	1.001919155
B9J08_003070	B9J08_00928	1.001819233
B9J08_005078	B9J08_03961	-1.004787823
B9J08_000169	B9J08_02128	-1.0297991
B9J08_003190	B9J08_01048	-1.030146379
B9J08_002262	B9J08_05272	-1.033051491
B9J08_000645	B9J08_02603	-1.036971715
B9J08_004475	B9J08_04434	-1.053056284
B9J08_002110	B9J08_03183	-1.063100053
B9J08_002481	B9J08_05491	-1.106242813
B9J08_000634	B9J08_02592	-1.106976514
B9J08_000777	B9J08_02735	-1.132879158
B9J08_000844	B9J08_02802	-1.133775112
B9J08_005322	B9J08_04205	-1.134620932
B9J08_003016	B9J08_00874	-1.138794075
B9J08_002556	B9J08_05566	-1.140094892
B9J08_001686	B9J08_00156	-1.153937693
B9J08_003585	B9J08_01443	-1.165568286
B9J08_003914	B9J08_01772	-1.186082517
B9J08_001428	B9J08_03678	-1.23190944
B9J08_000036	B9J08_01995	-1.247620596
B9J08_001952	B9J08_03025	-1.267775146
B9J08_001894	B9J08_00364	-1.325015274
B9J08_003903	B9J08_01761	-1.331949267
B9J08_004360	B9J08_05114	-1.348717312
B9J08_001670	B9J08_00140	-1.369156845
B9J08_003408	B9J08_01269	-1.374410495
B9J08_003684	B9J08_01542	-1.389846509
B9J08_002218	B9J08_03291	-1.446723892
B9J08_005563	B9J08_05243	-1.468112392
B9J08_004468	B9J08_05222	-1.512088409
B9J08_002616	B9J08_00476	-1.532016802
B9J08_000701	B9J08_02659	-1.54217742
B9J08_000918	B9J08_02876	-1.544175523
B9J08_002108	B9J08_03181	-1.553393822
B9J08_001792	B9J08_00262	-1.589386486
B9J08_001292	B9J08_03542	-1.607702924
B9J08_005006	B9J08_03889	-1.654381752
B9J08_001948	B9J08_03021	-1.659633114
B9J08_004797	B9J08_04757	-1.68511348
B9J08_002217	B9J08_03290	-1.789220392
B9J08_004886	B9J08_04846	-1.836682685
B9J08_001450	B9J08_03700	-1.868066331
B9J08_002295	B9J08_05305	-1.903880159
B9J08_004378	B9J08_05132	-1.919507359
B9J08_001519	B9J08_03769	-1.993662445
B9J08_000656	B9J08_02614	-2.051568767
B9J08_002974	B9J08_00832	-2.093548366
B9J08_002582	B9J08_05592	-2.156327898
B9J08_004884	B9J08_04844	-2.701784466
B9J08_003908	B9J08_01766	-2.75666127
B9J08_001548	B9J08_00019	-2.888970624
B9J08_001549	B9J08_00020	-3.152345182
B9J08_001546	B9J08_00017	-3.233771041
B9J08_002136	B9J08_03209	-8.756698989
