paper_gene,paper_lfc,paper_name,our_gene,our_lfc,lfc_diff
B9J08_000398,1.717495093,SAP7,B9J08_00022,1.71584095205356,0.001654140946439897
B9J08_001551,1.708787881,,B9J08_00485,1.70954212797408,0.0007542469740799973
B9J08_001613,1.707778924,,B9J08_00485,1.70954212797408,0.0017632039740798078
B9J08_000007,1.691857119,,B9J08_01966,1.69017530904135,0.0016818099586499713
B9J08_001538,1.683834749,,B9J08_01966,1.69017530904135,0.006340560041349974
B9J08_001323,1.679460215,,B9J08_00566,1.67606061267719,0.0033996023228100025
B9J08_002707,1.67784082,,B9J08_00566,1.67606061267719,0.0017802073228099236
B9J08_003466,1.668693237,,B9J08_04852,1.66859951286233,9.372413766994825e-05
B9J08_004892,1.66375017,,B9J08_01025,1.66471184746624,0.0009616774662399852
B9J08_004831,1.662637549,,B9J08_01025,1.66471184746624,0.0020742984662398545
B9J08_003167,1.661568244,,B9J08_01325,1.65934557591907,0.002222668080929857
B9J08_002423,1.647947837,,B9J08_05433,1.65100396090707,0.0030561239070698853
B9J08_001225,1.645973337,,B9J08_05433,1.65100396090707,0.0050306239070698755
B9J08_005163,1.636878535,,B9J08_04046,1.63770985894685,0.0008313239468500377
B9J08_004445,1.629822546,,B9J08_03475,1.62925651100592,0.0005660349940799225
B9J08_003223,1.626887784,,B9J08_01084,1.62757160779045,0.0006838237904500666
B9J08_004878,1.605949679,,B9J08_00058,1.59877444258982,0.00717523641018003
B9J08_002240,1.604067237,,B9J08_00058,1.59877444258982,0.005292794410179935
B9J08_004545,1.595640047,,B9J08_02973,1.5956072225609,3.2824439100132e-05
B9J08_001588,1.594240477,,B9J08_02973,1.5956072225609,0.0013667455608998846
B9J08_002734,1.584046947,,B9J08_04838,1.58579527563458,0.0017483286345798543
B9J08_000792,1.567479605,,B9J08_00593,1.56614478947683,0.001334815523170052
B9J08_000017,1.556398803,,B9J08_01976,1.55281452288442,0.0035842801155800963
B9J08_003007,1.544645383,,B9J08_03779,1.54410174733205,0.0005436356679500154
B9J08_003454,1.542102818,,B9J08_00594,1.54086328039579,0.0012395376042100281
B9J08_001255,1.54170909,,B9J08_00594,1.54086328039579,0.0008458096042098795
B9J08_002735,1.539355861,,B9J08_00456,1.53998662720613,0.0006307662061300068
B9J08_003374,1.530226507,,B9J08_00922,1.53006452708838,0.00016197991162014702
B9J08_000030,1.521147411,,B9J08_00423,1.52038712835794,0.0007602826420600728
B9J08_001181,1.517429093,,B9J08_05047,1.51471404420442,0.002715048795580044
B9J08_002560,1.509810326,,B9J08_04933,1.50776282276821,0.0020475032317899267
B9J08_002773,1.506839098,,B9J08_05570,1.50760853175666,0.000769433756660165
B9J08_003462,1.501982437,,B9J08_00865,1.50552328713932,0.003540850139320151
B9J08_000829,1.489677831,,B9J08_05265,1.48930543040625,0.0003724005937499886
B9J08_005080,1.48179137,,B9J08_00632,1.4785179228357,0.003273447164300114
B9J08_002255,1.479092963,,B9J08_00632,1.4785179228357,0.0005750401643001002
B9J08_004104,1.467950744,,B9J08_00632,1.4785179228357,0.01056717883570002
B9J08_000501,1.45714685,,B9J08_02459,1.45728148797225,0.00013463797224999574
B9J08_004637,1.455691341,,B9J08_02459,1.45728148797225,0.0015901469722499062
B9J08_002652,1.446867331,,B9J08_00512,1.44741326869722,0.0005459376972201113
B9J08_002165,1.445820057,,B9J08_00512,1.44741326869722,0.0015932116972201538
B9J08_001831,1.435245935,,B9J08_02432,1.43343452346874,0.0018114115312599655
B9J08_000474,1.432039859,,B9J08_02432,1.43343452346874,0.0013946644687399257
B9J08_003392,1.422306814,,B9J08_02805,1.42143987316399,0.0008669408360100217
B9J08_000847,1.421952238,,B9J08_02805,1.42143987316399,0.0005123648360101374
B9J08_002201,1.416522057,,B9J08_03485,1.41730926318822,0.0007872061882201464
B9J08_000925,1.416370167,,B9J08_03485,1.41730926318822,0.0009390961882200788
B9J08_001235,1.415491933,,B9J08_00391,1.41454384315184,0.000948089848159972
B9J08_005147,1.408937939,,B9J08_03274,1.41034721170209,0.0014092727020900142
B9J08_002027,1.405541296,,B9J08_04030,1.40595654974445,0.00041525374444995045
B9J08_004877,1.395486403,,B9J08_04837,1.3959278771516,0.00044147415159989656
B9J08_004458,1.386041936,,B9J08_00488,1.38691707481768,0.0008751388176799768
B9J08_005081,1.382096582,,B9J08_04929,1.37848437971683,0.0036122022831699407
B9J08_002256,1.374025612,,B9J08_01826,1.37635775490718,0.0023321429071798683
B9J08_002628,1.37311386,,B9J08_01826,1.37635775490718,0.0032438949071800227
B9J08_004351,1.372323598,,B9J08_01826,1.37635775490718,0.004034156907180009
B9J08_003258,1.370250439,,B9J08_01770,1.36687465249623,0.0033757865037700174
B9J08_003969,1.36947042,,B9J08_01770,1.36687465249623,0.0025957675037699968
B9J08_004027,1.366286944,,B9J08_01770,1.36687465249623,0.0005877084962300216
B9J08_003912,1.361620139,,B9J08_05105,1.36327861613606,0.0016584771360599326
B9J08_003750,1.358237911,,B9J08_04348,1.35975499615017,0.0015170851501700167
B9J08_000928,1.351057419,,B9J08_02886,1.35133552638867,0.000278107388669957
B9J08_004366,1.349407636,,B9J08_01969,1.34781586493356,0.0015917710664399287
B9J08_001291,1.348252744,,B9J08_01969,1.34781586493356,0.00043687906643996577
B9J08_000010,1.348217905,,B9J08_01969,1.34781586493356,0.00040204006643995704
B9J08_004940,1.341791862,,B9J08_05120,1.34208670132334,0.0002948393233399571
B9J08_000995,1.339178093,,B9J08_05344,1.33718430866052,0.0019937843394799426
B9J08_000591,1.338872988,,B9J08_05344,1.33718430866052,0.001688679339480137
B9J08_003694,1.334458586,,B9J08_05343,1.33439303938295,6.55466170500496e-05
B9J08_002334,1.33277781,,B9J08_01552,1.33292086070055,0.0001430507005499848
B9J08_003909,1.329375075,,B9J08_00225,1.32966464007357,0.0002895650735701416
B9J08_003019,1.320976477,,B9J08_03764,1.32086695996596,0.000109517034040163
B9J08_004367,1.315577686,,B9J08_00821,1.31481759018785,0.0007600958121498635
B9J08_005002,1.304963101,,B9J08_04972,1.3049111482275,5.1952772500030164e-05
B9J08_001352,1.299671292,,B9J08_01307,1.29979678433823,0.0001254923382301154
B9J08_005199,1.299319137,,B9J08_04787,1.29896761761155,0.0003515193884497947
B9J08_004934,1.293572647,,B9J08_03817,1.29400324190555,0.0004305949055500857
B9J08_004479,1.291279426,,B9J08_03817,1.29400324190555,0.002723815905550042
B9J08_001968,1.278800312,,B9J08_04495,1.27855611805152,0.0002441939484800759
B9J08_000873,1.274521382,,B9J08_00518,1.27706589027041,0.002544508270409862
B9J08_000292,1.274437913,,B9J08_00518,1.27706589027041,0.0026279772704098647
B9J08_003280,1.268298455,,B9J08_04380,1.26794242277412,0.0003560322258799875
B9J08_003397,1.267915606,,B9J08_04380,1.26794242277412,2.6816774119975406e-05
B9J08_001889,1.264981697,,B9J08_03602,1.26433410263944,0.0006475943605601664
B9J08_003448,1.26239266,,B9J08_00359,1.26220634671756,0.00018631328244000933
B9J08_002576,1.258610252,,B9J08_00529,1.25813642818148,0.0004738238185200139
B9J08_002351,1.257597594,,B9J08_00529,1.25813642818148,0.0005388341814800413
B9J08_002669,1.257299921,,B9J08_00529,1.25813642818148,0.000836507181479984
B9J08_000905,1.251078542,,B9J08_02863,1.25125182885241,0.00017328685241002617
B9J08_003689,1.245533059,,B9J08_02573,1.24767030478382,0.0021372457838200187
B9J08_001371,1.245010872,,B9J08_03621,1.24333007147824,0.0016808005217598954
B9J08_003709,1.241074103,,B9J08_05253,1.23984511495635,0.0012289880436500145
B9J08_000615,1.240361827,,B9J08_05253,1.23984511495635,0.0005167120436500028
B9J08_002886,1.233352339,,B9J08_03856,1.23306912511595,0.00028321388405005976
B9J08_003186,1.225429528,,B9J08_03690,1.22265374955203,0.0027757784479700565
B9J08_002330,1.211410784,,B9J08_03207,1.21094633694065,0.00046444705935000385
B9J08_002279,1.209253555,,B9J08_01404,1.20917607005134,7.748494866000044e-05
B9J08_002149,1.180406083,,B9J08_05318,1.17947412721384,0.0009319557861600103
B9J08_001834,1.180190254,,B9J08_05318,1.17947412721384,0.0007161267861599541
B9J08_003564,1.170491127,,B9J08_03563,1.1702115238059,0.00027960319409991996
B9J08_000397,1.167505209,,B9J08_02648,1.16652150325885,0.0009837057411499206
B9J08_004971,1.161945383,,B9J08_02355,1.1634182902898,0.0014729072898000961
B9J08_003337,1.16151282,,B9J08_02355,1.1634182902898,0.0019054702898000375
B9J08_000690,1.159640301,,B9J08_05087,1.15944177801451,0.00019852298548994618
B9J08_002577,1.158977743,,B9J08_05087,1.15944177801451,0.00046403501451020013
B9J08_002763,1.158379483,,B9J08_05087,1.15944177801451,0.0010622950145100507
B9J08_000348,1.153755243,,B9J08_05004,1.15346194414223,0.00029329885776996356
B9J08_001132,1.153198487,,B9J08_05587,1.15327052629281,7.203929280996668e-05
B9J08_003955,1.1527933,,B9J08_05587,1.15327052629281,0.00047722629281010676
B9J08_004551,1.149526839,,B9J08_01910,1.14897262363535,0.0005542153646500569
B9J08_003227,1.148941738,,B9J08_01910,1.14897262363535,3.088563534991984e-05
B9J08_000043,1.148308091,,B9J08_01910,1.14897262363535,0.0006645326353498238
B9J08_001721,1.145112246,,B9J08_02002,1.14603554517204,0.0009232991720400374
B9J08_000032,1.140238408,,B9J08_03155,1.14029496233937,5.6554339370018525e-05
B9J08_004135,1.133536067,,B9J08_03036,1.13273576714798,0.0008002998520200144
B9J08_005107,1.128255748,,B9J08_01541,1.12843618041122,0.00018043241122001064
B9J08_002842,1.121847349,,B9J08_00701,1.1200545345881,0.0017928144119001566
B9J08_004316,1.120148103,,B9J08_00701,1.1200545345881,9.356841190011345e-05
B9J08_001041,1.113519943,,B9J08_04958,1.11371522179068,0.0001952787906800424
B9J08_004524,1.111695308,,B9J08_05070,1.11093130799507,0.0007640000049300433
B9J08_000814,1.106923919,,B9J08_00723,1.10610869023695,0.0008152287630500687
B9J08_005255,1.105090148,,B9J08_01988,1.10484905982063,0.00024108817936996374
B9J08_000029,1.103844648,,B9J08_01988,1.10484905982063,0.0010044118206300467
B9J08_004113,1.098371596,,B9J08_02600,1.09841598360776,4.438760776004358e-05
B9J08_001116,1.097689995,,B9J08_02772,1.09809062473979,0.0004006297397898262
B9J08_004939,1.090402173,,B9J08_02779,1.0885297273959,0.001872445604099937
B9J08_000071,1.088904288,,B9J08_02779,1.0885297273959,0.000374560604099905
B9J08_001480,1.088880736,,B9J08_02779,1.0885297273959,0.00035100860409986723
B9J08_005386,1.081505886,,B9J08_01944,1.08139742723253,0.00010845876747000993
B9J08_001008,1.075983637,,B9J08_00873,1.07684666526756,0.0008630282675599066
B9J08_001224,1.070122346,,B9J08_02769,1.0708595911998,0.0007372451998000074
B9J08_005302,1.068930939,,B9J08_02071,1.06720032823334,0.0017306107666599235
B9J08_004988,1.066356975,,B9J08_02071,1.06720032823334,0.0008433532333400606
B9J08_003744,1.062372202,,B9J08_03444,1.06228043488141,9.1767118589825e-05
B9J08_002972,1.061141096,,B9J08_03444,1.06228043488141,0.0011393388814100458
B9J08_004098,1.05257018,,B9J08_04672,1.05418691733831,0.0016167373383100259
B9J08_005514,1.04998236,,B9J08_04867,1.04590071566429,0.0040816443357099
B9J08_003948,1.041778477,,B9J08_04396,1.0419527100527,0.00017423305269992362
B9J08_004750,1.04142699,,B9J08_04396,1.0419527100527,0.0005257200527000183
B9J08_000824,1.036064202,,B9J08_01481,1.03715730134442,0.0010930993444200343
B9J08_004584,1.034695349,,B9J08_04710,1.03392317719316,0.0007721718068398609
B9J08_004847,1.030892129,,B9J08_04807,1.03109025957928,0.0001981305792799759
B9J08_001615,1.01645477,,B9J08_04543,1.01674352217625,0.0002887521762500178
B9J08_002259,1.013420443,,B9J08_02551,1.0138025074142,0.0003820644142000784
B9J08_001364,1.013349827,,B9J08_02551,1.0138025074142,0.0004526804141999907
B9J08_004883,1.008898745,,B9J08_02806,1.01039460909289,0.0014958640928899314
B9J08_004793,1.006019951,,B9J08_02261,1.00500245655864,0.0010174944413601228
B9J08_000593,1.001919155,,B9J08_02737,1.00185265722186,6.649777813994007e-05
B9J08_003070,1.001819233,,B9J08_02737,1.00185265722186,3.3424221860034464e-05
B9J08_005078,-1.004787823,,B9J08_04673,-1.00552662348659,0.00073880048659003
B9J08_000169,-1.0297991,,B9J08_04434,-1.03028709496593,0.00048799496592999425
B9J08_003190,-1.030146379,,B9J08_04434,-1.03028709496593,0.0001407159659299051
B9J08_002262,-1.033051491,,B9J08_01048,-1.03254693625664,0.0005045547433599751
B9J08_000645,-1.036971715,,B9J08_05272,-1.03863777211307,0.0016660571130699964
B9J08_004475,-1.053056284,,B9J08_04903,-1.06358724295864,0.01053095895863998
B9J08_002110,-1.063100053,,B9J08_04903,-1.06358724295864,0.00048718995863983316
B9J08_002481,-1.106242813,,B9J08_03071,-1.10796528782618,0.0017224748261801537
B9J08_000634,-1.106976514,,B9J08_03071,-1.10796528782618,0.0009887738261800116
B9J08_000777,-1.132879158,,B9J08_04205,-1.12975365538265,0.0031255026173500067
B9J08_000844,-1.133775112,,B9J08_03741,-1.13673590710148,0.0029607951014800626
B9J08_005322,-1.134620932,,B9J08_03741,-1.13673590710148,0.0021149751014799545
B9J08_003016,-1.138794075,,B9J08_03741,-1.13673590710148,0.0020581678985200913
B9J08_002556,-1.140094892,,B9J08_03126,-1.14146535761806,0.0013704656180599795
B9J08_001686,-1.153937693,,B9J08_00156,-1.15239775986995,0.0015399331300500751
B9J08_003585,-1.165568286,,B9J08_04228,-1.16284047611565,0.002727809884350174
B9J08_003914,-1.186082517,,B9J08_01772,-1.18426394634877,0.0018185706512299227
B9J08_001428,-1.23190944,,B9J08_03864,-1.24284144484181,0.010932004841810006
B9J08_000036,-1.247620596,,B9J08_03678,-1.24399538235177,0.0036252136482299857
B9J08_001952,-1.267775146,,B9J08_03025,-1.27595832546208,0.008183179462080137
B9J08_001894,-1.325015274,,B9J08_03118,-1.3247194649959,0.00029580900410008937
B9J08_003903,-1.331949267,,B9J08_02127,-1.33271273053923,0.0007634635392299582
B9J08_004360,-1.348717312,,B9J08_05114,-1.35013220299699,0.0014148909969899925
B9J08_001670,-1.369156845,,B9J08_00140,-1.35732265706851,0.011834187931490048
B9J08_003408,-1.374410495,,B9J08_04640,-1.38244623282224,0.008035737822239986
B9J08_003684,-1.389846509,,B9J08_01269,-1.39362435936661,0.003777850366609936
B9J08_002218,-1.446723892,,B9J08_01334,-1.43995524423867,0.0067686477613300156
B9J08_005563,-1.468112392,,B9J08_02670,-1.47587020773432,0.007757815734319884
B9J08_004468,-1.512088409,,B9J08_05222,-1.52012950769483,0.008041098694830051
B9J08_002616,-1.532016802,,B9J08_02659,-1.54061732232203,0.00860052032203007
B9J08_000701,-1.54217742,,B9J08_02659,-1.54061732232203,0.0015600976779699405
B9J08_000918,-1.544175523,,B9J08_02876,-1.54660435918543,0.0024288361854298834
B9J08_002108,-1.553393822,,B9J08_05224,-1.55641733270226,0.003023510702259813
B9J08_001792,-1.589386486,,B9J08_04737,-1.5812173618759,0.00816912412409998
B9J08_001292,-1.607702924,SOD4,B9J08_03542,-1.62869571011086,0.020992786110859862
B9J08_005006,-1.654381752,,B9J08_00354,-1.65590325520152,0.0015215032015201135
B9J08_001948,-1.659633114,,B9J08_03889,-1.65794666985959,0.0016864441404100816
B9J08_004797,-1.68511348,,B9J08_03021,-1.68553494388008,0.00042146388007990865
B9J08_002217,-1.789220392,,B9J08_03290,-1.80100737320717,0.011786981207170033
B9J08_004886,-1.836682685,,B9J08_04846,-1.83743423312537,0.0007515481253699274
B9J08_001450,-1.868066331,,B9J08_05305,-1.85028770560828,0.017778625391720038
B9J08_002295,-1.903880159,,B9J08_02681,-1.91259392359871,0.008713764598709872
B9J08_004378,-1.919507359,,B9J08_02411,-1.91735252226421,0.002154836735789978
B9J08_001519,-1.993662445,,B9J08_03769,-1.99586972739298,0.002207282392979959
B9J08_000656,-2.051568767,MGD1,B9J08_02614,-2.04758159554454,0.003987171455460015
B9J08_002974,-2.093548366,,B9J08_03966,-2.09074618860227,0.0028021773977298103
B9J08_002582,-2.156327898,,B9J08_05592,-2.18462735517369,0.02829945717369009
B9J08_004884,-2.701784466,,B9J08_05034,-2.7025343726291,0.0007499066291001277
B9J08_003908,-2.75666127,,B9J08_00018,-2.75685628482494,0.00019501482494010958
B9J08_001548,-2.888970624,,B9J08_00019,-2.88640842341414,0.002562200585860097
B9J08_001549,-3.152345182,,B9J08_00020,-3.15447720559568,0.0021320235956800992
B9J08_001546,-3.233771041,SAP3,B9J08_00017,-3.25330127961959,0.019530238619590357
B9J08_002136,-8.756698989,,B9J08_03209,-8.68280587392893,0.07389311507107088
