Gene_ID,baseMean,LFC,lfcSE,stat,pvalue,padj
B9J08_03708,93594.3119436368,8.66898543467797,0.35414784334458,24.4784363298895,2.5069421954262603e-132,1.37931959592353e-128
B9J08_02550,1253.11146332577,6.01594900969367,0.303795744066276,19.8026112188762,2.8265541505834203e-87,7.77585046825498e-84
B9J08_02614,3155.45670202916,-4.28168916504559,0.247943910554915,-17.268781295991,8.08313794709319e-67,1.48244749949689e-63
B9J08_00020,572.901575107509,-6.08888360433564,0.384784098706091,-15.8241560002367,2.12023137355571e-56,2.91637825432588e-53
B9J08_04863,20550.836375933,3.62069881265553,0.278649950845138,12.9937177511571,1.32815140049161e-38,1.46149780110097e-35
B9J08_03209,2630.07336448106,-14.9824658979084,1.21363841829012,-12.3450820871483,5.178140079979411e-35,4.74835445334112e-32
B9J08_00745,3648.57991929918,2.29293203467254,0.205897069240729,11.1363024404767,8.35151609894165e-29,6.56429165376814e-26
B9J08_01515,14886.6390308702,3.08641968025018,0.289940279646506,10.6450186362968,1.83947462388308e-26,1.2650986725755901e-23
B9J08_05205,1703.5649177079,6.73646112967228,0.679541282055969,9.91324781518931,3.64597415209765e-23,2.2289055316490302e-20
B9J08_01838,1609.8597748376,-4.04180627768201,0.415821831332332,-9.72004347326278,2.47675729600399e-22,1.3627118642613999e-19
B9J08_01749,231.817683481315,3.94731588363475,0.484243026498217,8.15151828242029,3.59383334029344e-16,1.79757009439041e-13
B9J08_01957,11683.7755638486,4.95385798184543,0.613772895382264,8.07115794639337,6.96345650460583e-16,3.19274480736177e-13
B9J08_05490,2843.65417913911,-5.25528553084081,0.683890133739735,-7.68440027362756,1.5371536104675102e-14,6.5057070498401995e-12
B9J08_03405,18259.0522645596,3.89354654123344,0.520849878283981,7.47537189422282,7.698582318738141e-14,3.02554285126409e-11
B9J08_05200,14613.6434636113,3.54731191561424,0.478341553206202,7.41585566179125,1.20842050270704e-13,4.2009886518279795e-11
B9J08_03025,1427.24513669534,-1.6403280468268,0.221235100178655,-7.41441139087863,1.22166154905939e-13,4.2009886518279795e-11
B9J08_02897,11181.8070390633,-1.43277228575168,0.193749941971008,-7.39495594773431,1.41455161582451e-13,4.5781547001567395e-11
B9J08_01766,1718.71374341492,-3.47339159212631,0.478583420786367,-7.2576513127411,3.93869280553895e-13,1.20392710089307e-10
B9J08_01552,6826.20139394379,1.88386861330804,0.278038954806904,6.77555637704213,1.23928404079434e-11,3.58870568023709e-09
B9J08_02076,253.93155423781,2.74723176582544,0.407641421554435,6.73933418088277,1.59114064637513e-11,4.37722791817799e-09
B9J08_00946,166407.039607028,-1.57015772032274,0.235523460184429,-6.66667226735383,2.6166851247455096e-11,6.855715026833231e-09
B9J08_02129,4341.19328793664,-1.74759677815511,0.263058439224766,-6.64337849530806,3.0657322191466197e-11,7.66711757715669e-09
B9J08_05240,3520.02544556041,-3.08414148106993,0.466999471338168,-6.60416482321157,3.99764565767068e-11,9.56306365587135e-09
B9J08_02974,696.376054390247,1.45100659624058,0.225212491982215,6.44283353676122,1.1726328948234e-10,2.68826091138264e-08
B9J08_05266,1296.77868196656,2.47516529523252,0.385310800649424,6.42381498535919,1.32900720307275e-10,2.81649111300041e-08
B9J08_05254,1959.54143587056,-3.0375314870724,0.47287110416898,-6.42359294169716,1.33094818135243e-10,2.81649111300041e-08
B9J08_00369,53604.8346309555,3.88399787127885,0.622227623006394,6.24208525573436,4.31775483050194e-10,8.79862484348952e-08
B9J08_02682,2671.66711453101,2.25621879227164,0.364847089664015,6.18401203186072,6.24926014584724e-10,1.22797961865898e-07
B9J08_05392,6121.27237467458,-1.31559659475988,0.215437510065165,-6.10662736661756,1.0175843766449902e-09,1.9306031863106e-07
B9J08_04503,13504.4702328679,2.97577645008739,0.496135555252994,5.99791008441222,1.99873133112432e-09,3.66567326128201e-07
B9J08_02553,1682.14648842613,1.47020586204179,0.259676062484944,5.66169190942283,1.49887753715912e-08,2.66026587401596e-06
B9J08_03770,1902.78089188363,-2.38795162164628,0.428987237764653,-5.56648639267059,2.5992706855424e-08,4.46912103495447e-06
B9J08_01923,1631.84151660394,2.84790304319593,0.52238458786331,5.45173634399245,4.9880372255595e-08,8.31641842879647e-06
B9J08_03021,920.900083296334,-2.17740360279586,0.400789802951421,-5.43278193896509,5.54821927922415e-08,8.97832425714449e-06
B9J08_01761,4382.17660505001,-2.47777539837392,0.462445187536282,-5.35798720616922,8.41541978424104e-08,1.32290399008269e-05
B9J08_05591,1451.00486560506,-1.30894496815216,0.245176052273684,-5.33879616713552,9.35657644147881e-08,1.42999676613934e-05
B9J08_00052,7863.91865906359,4.31136011895136,0.817742765853309,5.27226934799292,1.34747126622045e-07,2.00372619101214e-05
B9J08_01350,1965.30303070716,-2.32638076426972,0.445009385306333,-5.22771168672835,1.71620852796687e-07,2.48488929496676e-05
B9J08_04436,538.60701281324,1.52008958033722,0.302233827179906,5.02951504310725,4.91721924097481e-07,6.9370616061137e-05
B9J08_03291,1793.30163865781,-1.91787438026683,0.388958115178953,-4.9307992439866,8.18938620866684e-07,0.0001126450073002
B9J08_04200,781.293878525306,-2.11569491563978,0.436622497118874,-4.84559299990392,1.26234062113759e-06,0.0001679228502184
B9J08_05198,2706.49124967284,-2.13525235510152,0.443087387396596,-4.81903212738104,1.44256325273272e-06,0.0001845810003845
B9J08_02792,1313.06901332651,-2.18520140174299,0.456340176054154,-4.78853608866486,1.68002354120606e-06,0.0002100793073571
