	SRR28790276	SRR28790278	SRR28790280	SRR28790270	SRR28790272	SRR28790274
B9J08_02378	12819.7618365983	12512.3027015172	24673.4374242275	9993.19876073677	7028.69935278123	35460.4890132077
B9J08_02377	6856.76214070472	7581.94814030713	11465.3840338456	8330.6025641656	5192.31348810001	10252.2537092032
B9J08_02376	758.552228801224	510.352817183108	176.238838744482	1208.84047784613	668.074393927721	236.046482678335
B9J08_02375	5699.45435960316	7279.40365586924	7858.0338170267	7121.76208631946	6522.73124561538	7342.28796120506
B9J08_02374	0	0	0	0	0	0
B9J08_02373	2226.38516701024	3313.72797264801	3378.11648250787	3433.56511819707	3425.51870611959	3688.82357545901
B9J08_02372	5809.45589127222	11837.944288393	10229.2472837706	8282.14321556389	9866.37808973402	7709.25901119891
B9J08_02371	4369.12333598047	3812.87543855564	3604.88533795531	4502.31402463101	3962.59812084579	3217.68626387836
B9J08_02370	1895.23472271484	1960.93647320855	2042.15213845879	1954.23336724688	1842.11689502129	2020.25208251822
B9J08_02369	304.795910666353	506.278143992025	733.301461908859	718.079438370699	668.89311254773	1011.08169503514
B9J08_02368	7184.47503713546	5857.34271218138	3586.39874647862	6310.2882670073	7032.79294588128	2699.72191727246
B9J08_02367	6526.75754569754	9360.54298821473	8522.3186707559	7601.95017700907	9740.29542225256	14133.1636936433
B9J08_02366	1581.27201774273	2925.61535119738	2160.46632390963	3028.26874807373	3427.97486197962	3060.95904461016
B9J08_02365	2275.65668640367	2026.13124426587	2363.81883015326	2030.88724594412	1946.9128783825	2618.49134631028
B9J08_02364	2310.03216505025	1862.12564832479	1807.98864642067	2188.60039866603	1989.48624662299	1818.60913577681
B9J08_02363	2857.74812481911	3467.54688561138	3074.93638229009	4043.27183151305	3653.12248248222	2948.19189903913
B9J08_02362	4197.24594274756	5151.4055818263	5497.91230516877	4789.54579997929	5236.52429358052	6137.20854963672
B9J08_02361	19965.2779979343	12627.4122191653	16973.1558544686	13037.3269319892	11349.0775105712	12389.0955523965
B9J08_02360	311.671006395669	2235.97691360663	1583.68466983678	1948.94689285397	2270.30673328624	1462.15027731924
B9J08_02359	12583.7168832251	10925.2174935905	11196.7122377176	11887.5187515306	9899.1268345344	9347.24958330688
B9J08_02358	4984.44440375427	4439.3564416846	3200.64520433161	4403.63316929663	4347.39587225024	3521.58416465452
B9J08_02357	5305.28220445569	4584.00733996804	8195.7222213343	4729.63242352627	3072.65098089551	8971.6776493288
B9J08_02356	674.90523076121	644.817032488837	216.909339993209	3823.00206514167	1973.1118742228	834.285746470392
B9J08_02355	12343.0885326991	10477.0034425714	6743.90857069794	11781.7892636724	7039.34269484135	5655.55904651979
B9J08_02354	3270.25386857809	4358.88164616072	2930.74096877188	4371.03324387367	4594.6488954931	2844.02563745233
B9J08_02353	18357.6514465626	17049.4512997878	23020.736146211	16295.5573161547	14572.3727175484	21011.0039196999
B9J08_02352	1089.70267309662	828.177326087559	1006.90301576393	1049.36516699325	905.502793730465	1040.70696209193
B9J08_02351	1361.26895440461	2829.86053120693	4765.84328269169	2115.47083623073	2493.81691654882	5350.70549196761
B9J08_02350	9940.24257530305	8550.70169148704	16873.3282604944	8451.31039613711	6883.78615703955	16620.7304726381
B9J08_02349	5705.18360604425	4743.93826271803	4214.94285668621	3990.40708758392	4678.97691335407	3872.30910045593
B9J08_02348	1946.79794068471	2157.53945467829	3734.29147829217	2882.89070226862	1709.48447857976	4094.97643026991
B9J08_02347	281.878924901965	150.76290807006	210.747142834311	564.771680976219	650.881302907522	201.642946741412
B9J08_02346	703.551462966694	768.075896519089	775.204402589365	926.014097825282	1584.22052971831	1874.0370547863
B9J08_02345	0	0	0	3.52431626194208	0	3.8226151041026
B9J08_02344	0	2.03733659554135	7.39463659067757	1.76215813097104	1.63743724001892	0
B9J08_02343	3586.50827212663	3988.08638577219	2204.8341434537	3253.82498883803	4792.77880153539	2972.08324343977
B9J08_02342	61685.6505820017	53571.7657797598	55464.7041878089	33305.6697544182	40880.2581343124	59770.4097677482
B9J08_02341	12386.6308056514	10978.1882450746	19931.0104907396	16255.0276791424	13512.9508232562	23386.7592068997
B9J08_02340	27802.8871293548	38376.2907819146	55819.6467441614	20865.7144288281	26539.5827862267	106552.529065532
B9J08_02339	8702.72534402613	6894.34703931193	4942.08212143617	7204.5835184751	8048.00403469301	4673.14696476543
B9J08_02338	2299.71952145628	3302.52262137253	6794.43858740091	3441.49482978644	2759.08174943189	7210.40774011353
B9J08_02337	10609.4185596232	9592.79936010644	9283.96623959569	7603.71233514004	8622.74450593965	8456.58026405097
B9J08_02336	3356.19256519454	3845.4728240843	3607.35021681887	2778.92337254133	2937.56240859395	4951.24221358889
B9J08_02335	3062.85514741038	2313.3957042372	2379.8405427664	2618.56698262297	2677.20988743094	3016.99897091298
B9J08_02334	17054.8208058571	17996.8128167145	12044.630566782	10656.6512970474	16344.0798112489	12240.9692171125
B9J08_02333	17041.0706143985	13369.0027399423	8370.72862064701	16884.118131899	17470.6366323819	11986.7653126897
B9J08_02332	1636.27278357726	2047.52327851906	1858.51866312363	2217.67600782705	2141.76790994475	2066.12346376745
B9J08_02331	2014.40304868966	2991.82879055247	2772.98872150409	3318.14376061847	2835.22258109277	2764.7063740422
B9J08_02330	6.87509572931623	2.03733659554135	0	0	5.73103034006623	0
B9J08_02329	739.072790901495	1908.98439002224	1942.32454448464	1704.006912649	1758.60759578032	1842.50048017745
B9J08_02328	38731.9976403912	42897.1406874209	63612.3612713038	37972.745564295	23754.3020409545	22532.4047311328
B9J08_02327	1851.69244976251	1123.59113244105	1273.10993302832	1345.40773299639	1087.25832737256	1265.28559945796
B9J08_02326	1370.43574871037	1191.84190839169	4583.44224678831	2141.9032081953	307.838201123558	2556.37385086861
B9J08_02325	40616.9197195121	32542.377440582	31746.4073232106	29342.5761178643	31164.5242706602	18424.0491479985
B9J08_02324	3880.99153919901	3117.12499117826	1918.90819528083	4946.37787363571	3988.7971166861	2191.31410842681
B9J08_02323	1721.0656309055	1686.91470110824	2047.08189618591	3039.72277592505	1823.28636676107	1689.59587601335
B9J08_02322	2187.42629121078	2530.37205166236	6296.53305696195	3766.6130049506	2406.21402420781	5688.05127490467
B9J08_02321	9213.77412657197	6669.22134550461	8452.06962314446	8595.80736287674	3983.06608634603	16581.548667821
B9J08_02320	2406.28350526068	1612.55191537098	1009.36789462749	1866.12546069833	2009.95421212323	1097.09053487745
B9J08_02319	341.463087889373	321.899182095533	377.126466124556	530.409597422283	370.060816244277	456.80250494026
B9J08_02318	2618.26562358127	2434.61723167191	1746.36667483169	1697.8393591906	2389.02093318761	1616.9661890354
B9J08_02317	1267.30931277063	1744.97879408117	1313.78043427705	2040.57911566447	2018.14139832332	1310.20132693117
B9J08_02316	17344.7206757766	13858.98219117	8656.65456881987	16758.1238255346	17681.0473177243	5679.45039092043
B9J08_02315	1420.85311739202	1053.30301989488	1859.75110255541	1148.04602232763	606.670497427011	1530.00169541706
B9J08_02314	2213.78082483983	2286.91032849516	2477.20325787699	2630.02101047428	2835.22258109277	2426.40493732912
B9J08_02313	3449.00635754031	3757.86735047602	6358.15502855093	3869.69925561241	3536.04571982086	5627.84508701505
B9J08_02312	11920.2701453461	7212.17154821638	5724.68116061622	7713.84721832573	8377.12891993681	8059.98394700033
B9J08_02311	7317.39355456891	6855.63764399664	9129.91131062324	8555.2777258644	7460.16406552621	10667.9631017743
B9J08_02310	1554.91748411369	1411.87426071016	1349.52117779866	1781.54187041172	1574.39590627819	1852.05701793771
B9J08_02309	11304.9490775723	9052.90516228799	15458.4877928115	11386.1847632694	8896.19652502281	16245.15853866
B9J08_02308	4402.35296533883	3517.46163220214	2102.54167061599	4385.13050892144	3836.51545336434	1997.31639189361
B9J08_02307	569.487096245028	670.283739933104	351.245238057185	1597.39634572525	469.944487885431	159.594180596283
B9J08_02306	3697.65565308391	3394.20276817189	3020.70904729179	3053.82004097281	3129.96128429617	3228.19845541464
B9J08_02305	2855.45642624268	2896.07397056203	1980.53016686981	3891.72623224954	3508.20928674054	1780.38298473578
B9J08_02304	72284.7564980309	47284.5450459192	69009.2135430666	55388.1543726818	48410.8320011595	84185.4524376515
B9J08_02303	2908.16549350077	2094.38202021651	3008.38465297399	1427.34808608654	1370.53496989584	3804.45768235811
B9J08_02302	3435.25616608168	2166.70746935823	2506.7818042397	2429.13498354358	2850.77823487295	2659.58445867938
B9J08_02301	3919.95041499847	2854.30857035343	2514.17644083037	4487.33568051776	3099.66869535582	2734.12545320938
B9J08_02300	1621.37674283041	866.886721402844	469.559423508026	565.652760041704	853.104802049859	750.188214180135
B9J08_02299	13392.686480708	12052.8832992226	5788.76801106876	13310.4614422898	11188.6086610493	3638.17392532965
B9J08_02298	4262.55935217606	5677.03842347597	5066.55850404591	2860.86372563149	5037.57566891822	6800.43227019852
B9J08_02297	55037.4330117529	41769.4748817887	38020.7564704005	39259.1209999038	36636.0208081834	30238.7967810036
B9J08_02296	5236.53124716253	11157.4738654822	5849.15754322596	11032.8720580097	11542.2951048934	5237.93834639659
B9J08_02295	11221.3020795323	7949.68739580235	6480.16653229711	9283.93011302093	10385.44569482	9610.05437171393
B9J08_02294	69359.4032652068	76212.6873660108	27371.247340393	50930.7753803905	106684.767217573	21031.0726489965
B9J08_02293	937.304717763446	1084.88173712577	1105.4981703063	1156.85681298249	876.847642030133	1305.42305805104
B9J08_02292	15112.6062623253	13491.2429356748	10895.9970163634	15073.5006523263	15021.0305213136	10815.1337832823
B9J08_02291	1051.88964658538	1056.35902478819	1175.74721791773	1128.66228288695	985.737218491392	1357.98401573245
B9J08_02290	5741.85078326727	8227.78384109374	10692.6445101198	7184.31869996893	6914.89746459991	10572.3977241718
B9J08_02289	11562.7651674217	10548.3102234153	8617.21650700293	9236.35184348471	10924.1625467862	8616.17444464726
B9J08_02288	3485.67353476333	2542.5960712356	3378.11648250787	2867.03127908988	2687.03451087105	3491.95889759772
B9J08_02287	681.780326490526	951.43619011781	801.085630656737	1069.62998549942	806.43784070932	865.822321079238
B9J08_02286	2661.8078965336	2315.43304083274	2262.75879674734	2397.4161371861	2913.00084999366	2244.83071988425
B9J08_02285	593.549931297635	1061.45236627704	1105.4981703063	963.019418575674	872.754048930086	1382.83101390911
B9J08_02284	3677.03036589596	4483.15917848874	3521.0794565943	4341.07655564716	5776.87858278676	3776.74372285337
B9J08_02283	6021.4380095928	8770.73404380551	8888.35318199444	7321.76703418468	8373.03532683676	8739.45378175456
B9J08_02282	4830.90059913287	4548.35394954606	4060.88792771376	4119.04463114481	4002.71533322626	3771.00980019721
B9J08_02281	19713.1911545261	21496.9570878545	19457.7537489362	22204.9546083661	23916.4083277164	18877.9846916107
B9J08_02280	51.5632179698717	51.9520831863044	71.4814870432165	80.1781949591824	54.8541475406339	66.8957643217955
B9J08_02279	4946.63137724303	4398.60970977377	3680.06414329387	2333.09736540566	9036.19740904443	2516.23639227554
B9J08_02278	15050.7304007615	16173.396563705	28084.8297713934	12968.6027648814	13514.5882604962	33185.0773724907
B9J08_02277	199.377776150171	133.445547007958	118.314185450841	488.117802278978	433.102149985005	190.175101429104
B9J08_02276	0	2.03733659554135	0	0.881079065485521	0	0
B9J08_02275	2237.84365989243	2764.66576014961	3105.74736808458	3308.45189089813	2843.40976729286	2819.17863927567
B9J08_02274	4204.12103847688	6273.97804596959	4493.4741682684	7791.38217608846	6864.13691015933	2276.3672944931
B9J08_02273	6482.06942345699	6174.14855278806	4921.13065109592	6133.19137484471	6173.13839487134	4944.55263715671
B9J08_02272	3958.90929079793	6048.85235216227	3070.00662456297	6177.24532811898	6339.33827473326	2469.40935725028
B9J08_02271	210.836269032364	194.565644874199	102.292472837706	230.842715157206	207.954529482403	91.7427624984624
B9J08_02270	3909.6377714045	4728.65823825147	7452.56124397121	7524.41521924635	5830.09529308738	8718.429398682
B9J08_02269	5354.55372384913	4949.70925886771	6340.90087650602	4588.65977304859	3988.7971166861	6289.1575000248
B9J08_02268	5482.88884412969	5967.35888834061	6363.08478627805	5444.18754563503	5136.64062193936	6650.3946273625
B9J08_02267	1982.31926861951	2411.18786082319	1233.67187121137	2611.51835009908	3128.32384705615	1163.98629919924
B9J08_02266	249.795144831823	401.355309321646	395.61305760125	369.172128438433	449.476522385194	464.447735148466
B9J08_02265	8686.68345399106	8095.35696238355	12723.7046936925	5750.80306042399	6367.99342643359	10710.0118679195
B9J08_02264	5018.81988240085	4415.92707083588	3676.36682499853	3777.18595373643	4084.5871952272	3802.54637480606
B9J08_02263	0	0	0	0	0	0
B9J08_02262	0	0	0	0	0	0
B9J08_02261	4532.97978419584	4069.57984959385	2957.85463627103	3637.09438232423	3902.8316615851	3159.3913835408
B9J08_02260	3657.55092799624	3008.1274833168	3315.26207148711	2951.61486937649	2914.63828723368	3671.62180749055
B9J08_02259	2110.65438890008	2394.88916805886	1655.16615688	2466.14030429397	2438.14405038818	1841.54482640143
B9J08_02258	12057.7720599325	14889.874508514	15156.5401320255	15319.3217115967	17012.9729237966	13021.7383521255
B9J08_02257	732.197695172179	695.750447377371	391.915739305911	1103.99206905336	1055.3283011922	356.458858457567
B9J08_02256	906.366786981523	1812.21090173403	1556.57100233763	1473.16419749179	1682.46676411944	1877.8596698904
B9J08_02255	4396.62371889773	6088.58041577532	4811.44354166754	6357.86653654352	6672.55675307711	5235.07138506851
B9J08_02254	871.991308334942	1301.85808455092	1106.73060973808	1189.45673840545	1381.17831195596	1142.00626235065
B9J08_02253	1627.10598927151	2229.86490382001	1681.04738494737	2063.48717136709	2227.73336504574	1751.71337145502
B9J08_02252	4210.99613420619	3519.49896879768	4613.02079315102	3518.14870848368	4263.06785438927	4829.87418403363
B9J08_02251	3431.81861821702	2846.15922397127	2035.98994129989	3448.54346231033	4103.41772348742	2154.99926493784
B9J08_02250	5477.1595976886	6852.58163910333	5977.33124413103	6677.69823731476	7055.71706724154	5158.61908298646
B9J08_02249	5888.51949215935	8484.48825213195	8879.72610597198	7186.96193716539	7908.8218692914	10851.4486267712
B9J08_02248	2653.78695151607	3948.35832215914	4478.68489508705	4498.78970836907	4342.48356053018	4762.02276593581
B9J08_02247	17829.4149246934	21692.5414010265	16045.1289623385	14784.506718847	20603.0540725381	14510.6469351735
B9J08_02246	6930.09649515076	8012.84483026413	14129.9180853531	6843.34110162604	5232.43070048047	6302.53665288916
B9J08_02245	14954.479060551	14597.5167070538	38874.8369966238	11923.6429932155	6959.92698870043	32609.7737993232
B9J08_02244	21576.3420971708	21403.2396044596	17085.3078427605	10334.1763590797	16854.1415115148	3717.49318873978
B9J08_02243	120.314175263034	87.605473608278	72.7139264749961	76.6538786972403	97.4275157811259	31.5365746088464
B9J08_02242	5235.38539787431	4060.41183491391	2774.22116093587	5859.17578547871	5444.47882306292	3138.36700046823
B9J08_02241	1933.04774922608	2504.90534421809	3316.49451091889	2594.77784785486	2295.68701050653	3159.3913835408
B9J08_02240	6126.85614410898	4969.06395652535	5308.11663267471	4821.26464633677	5111.26034471907	6521.38136759903
B9J08_02239	2620.5573221577	2033.26192235027	1107.96304916986	1959.5198416398	2262.93826570615	1138.18364724655
B9J08_02238	3128.16855683889	2585.38013974197	2475.97081844521	2926.9446555429	2782.82458941216	2706.41149370464
B9J08_02237	3074.31364029258	2714.75101355885	3460.6899244371	2858.22048843503	2477.44254414863	4109.31123691029
B9J08_02236	946.471512069201	1323.25011880411	1205.32576428044	1578.01260628457	1671.82342205932	1603.58703617104
B9J08_02235	6944.99253589761	7337.46774884217	6836.34152808141	7445.11810335265	9606.84428719102	6871.15064962442
B9J08_02234	7336.87299246864	6633.56795508263	4658.62105212687	6953.47598481173	7707.41708876907	5052.54151384761
B9J08_02233	232375.943952312	157921.090198494	114075.826244951	51328.1420389245	163607.816710971	104878.223649935
B9J08_02232	5272.05257509733	4795.89034590434	5548.44232187174	5786.9273021089	4873.83194491632	5360.26202972787
B9J08_02231	833.032432535483	1308.98876263532	491.743333280058	1207.95939878065	1340.24238095549	403.285893482824
B9J08_02230	8032.4035104178	5094.36015715114	3439.73845409685	4121.68786834127	4993.36486343771	2968.26062833567
B9J08_02229	8801.268382813	8788.05140486761	6188.07838696535	6748.1845625536	10478.7796175011	5158.61908298646
B9J08_02228	13216.2256903222	13894.635581592	18108.2325711376	13268.1696471465	11396.5631905317	19798.2792779234
B9J08_02227	17310.3451971301	12918.7513523277	7298.50631499876	11782.6703427379	15715.3039110816	8513.91949061251
B9J08_02226	1998.36115865458	1935.46976576428	1800.59400982999	877.554749223578	1437.66989673661	1575.8730766663
B9J08_02225	967.09679925715	519.520831863044	256.347401810156	1437.03995580688	3784.93618030374	1277.70909854629
B9J08_02224	16.0418900350712	7.13067808439472	12.3243943177959	10.5729487858262	17.1930910201987	9.55653776025649
B9J08_02223	16652.6277056921	13669.5098877847	16631.7701318656	11955.361839573	12435.5171193237	15485.4137867196
B9J08_02222	7554.58435723032	7647.14291136446	15380.8441086093	6361.39085280546	4589.73658377304	18835.9359254656
B9J08_02221	10799.6295414676	9600.94870648861	9636.44391708465	11241.6877965298	9561.8147630905	11539.5193455097
B9J08_02220	20741.0179660589	24190.3160671602	15361.1250777009	10654.8891389164	24126.0002944388	11080.8055330174
B9J08_02219	6490.09036847452	7604.35884285809	11338.4427723723	6203.67770008355	6966.47673766051	12250.5257548728
B9J08_02218	3664.42602372555	2773.83377482955	2336.70516265411	3109.3280220984	3904.46909882512	2398.69097782438
B9J08_02217	3656.40507870802	3199.63712329769	2080.35776084396	3801.85616757002	3432.88717369967	1913.21885960335
B9J08_02216	4090.68195894316	4659.38879400307	12525.281945176	5801.90564622215	2828.67283213269	12830.6075969204
B9J08_02215	7897.19329440791	6233.23131405876	7016.27768512123	6407.20696421071	6073.25472323019	7005.89783204404
B9J08_02214	1232.93383412404	2450.91592443624	2282.47782765581	2190.362556797	2484.81101172872	2426.40493732912
B9J08_02213	70569.4201135665	52350.3824907327	72824.8460238563	63620.9571605785	50304.5281692413	89660.3929205025
B9J08_02212	24367.6309632732	20912.2414849342	12378.6216527943	12974.7703183398	20989.4892611826	8814.95043006059
B9J08_02211	4523.81298989008	4823.39438994414	5203.35928097345	3023.86335274631	4334.29637433009	5635.49031722326
B9J08_02210	10667.8568733224	9909.60520071312	8190.79246360719	13649.6768825017	9639.5930319914	7474.1681822966
B9J08_02209	1270.74686063528	3861.77151684863	2066.80092709438	4895.27528783755	5265.99816390086	2059.43388733527
B9J08_02208	20.6252871879487	18.3360293598721	20.9514703402531	19.3837394406815	6.54974896007569	21.9800368485899
B9J08_02207	5725.8088932322	4477.04716870212	8099.5919456555	4787.78364184832	3809.49773890402	7502.83779557737
B9J08_02206	3646.09243511404	3738.51265281838	4908.80625677813	3474.09475520941	3265.86857521774	4911.10475499581
B9J08_02205	4050.57723385548	4283.50019212569	3580.23654931972	4698.79465623428	4053.47588766684	3234.88803184682
B9J08_02204	16229.8093183392	9864.78379561121	26132.6457114545	11948.3132070491	5356.0572121019	23769.02071731
B9J08_02203	559.174452651054	567.398241858266	631.008989071153	958.614023248246	614.857683627106	625.9532232968
B9J08_02202	14362.0749785416	10092.9654943118	9492.24850356644	11261.9526150359	13084.7609849912	12016.3905797465
B9J08_02201	1666.06486507097	1744.97879408117	1949.71918107532	2007.09811117602	1789.71890334068	2011.65119853399
B9J08_02200	2467.01351753631	2637.33222292828	2003.94651607362	3045.89032938344	3099.66869535582	2027.89731272643
B9J08_02199	7758.54553053337	5877.71607813679	5648.26991584588	5965.78635240246	5717.93084214608	4584.27116359504
B9J08_02198	2194.3013869401	2693.35897930566	2092.68215516175	3193.91161238501	2551.12721994948	2129.19661298515
B9J08_02197	7575.20964441827	5257.34708479445	3473.0143187549	8468.93197744682	6444.95297671448	3943.98313365786
B9J08_02196	3005.56268299941	3474.67756369577	3762.6375852231	5305.8581323538	3229.02623731732	3890.46652220042
B9J08_02195	6703.21833608333	6701.81873103327	5676.61602277681	6209.84525354195	7106.47762168213	5669.89385316018
B9J08_02194	1423.14481596846	2413.22519741873	1759.92350858126	2177.14637081472	2366.09681182734	1479.35204528771
B9J08_02193	4552.45922209556	4155.14798660658	5974.86636526748	4809.81061848546	5307.75281352134	6823.36796082314
B9J08_02192	6926.6589472861	6871.93633676097	16773.5006665203	7902.39813833963	4913.13043867678	19873.7759262294
B9J08_02191	621.0503142149	897.446770335964	981.021787696557	993.857185867667	1023.39827501183	1167.80891430334
B9J08_02190	2764.93433247334	2534.44672485344	2520.33863798927	2663.50201496273	2760.7191866719	2507.6355082913
B9J08_02189	16735.1288544439	15381.8912963372	21987.9519023798	13521.9204180063	13137.9776952918	18996.4857598379
B9J08_02188	3791.6152947179	2786.0577944028	5054.23410972812	3002.71745517465	2663.29167089078	13497.6539325863
B9J08_02187	8112.61296059315	11229.7993146239	4223.56993270867	4569.27603360791	15591.6773994602	7564.95529101904
B9J08_02186	2198.88478409297	1991.49652214167	1229.97455291604	1652.02324778535	1765.97606336041	936.540700505136
B9J08_02185	14063.0083143164	10457.6487449137	19318.4880931451	12209.1126104329	10482.8732106011	23166.9588384138
B9J08_02184	1972.00662502554	2119.84872766077	1544.24660801983	2049.38990631932	2179.42896646519	1855.87963304181
B9J08_02183	189.065132556196	800.67328204775	444.910634872434	982.403158016355	1062.69676877228	340.212744265131
B9J08_02182	3691.92640664282	3356.51204115437	4832.39501200779	3685.55373092593	3075.10713675554	4545.08935877799
B9J08_02181	7763.12892768625	9839.31708816695	15334.0114102017	9444.28650293929	7696.77374670895	13685.9177264633
B9J08_02180	2877.22756271884	3155.83438649355	697.560718387251	459.923272183442	668.074393927721	120.412375779232
B9J08_02179	2736.28810026786	2715.76968185662	5910.77951481494	1361.26715617513	1192.05431073378	3743.29584069247
B9J08_02178	0	0	0	0	0	0
B9J08_02177	0	0	0	0	0	0
B9J08_02176	11314.1158718781	11210.4446169663	18097.1406162516	11229.352689613	9620.76250373118	17785.6724256134
B9J08_02175	7051.55651970202	6529.66378871003	4500.86880485908	7720.01477178413	7652.56294122844	4633.96515994837
B9J08_02174	7884.5889522375	3603.02976921488	5925.56878799629	4445.92496443994	3567.15702738122	6357.96457189865
B9J08_02173	5435.9090233127	7760.215092417	15545.9909924678	6095.30497502883	4595.46761411311	14817.4117972777
B9J08_02172	13694.0448435097	14728.9249174662	11316.2588626002	13267.288568081	14690.2681988298	9836.54431663201
B9J08_02171	0	0	0	0	0	0
B9J08_02170	4587.98055003037	2786.0577944028	2061.87116936726	1637.92598273758	2574.87005992976	1663.79322406066
B9J08_02169	4909.96420002001	4007.44108342983	5462.17156164716	7392.25335942352	2883.52697967332	3342.87690853772
B9J08_02168	21954.4723622832	10293.6431489727	12907.3381690277	12778.2896867365	9804.1554746133	16718.2071577927
B9J08_02167	4514.64619558433	4433.24443189798	3571.60947329727	5451.23617815892	4164.00290136812	3936.33790344965
B9J08_02166	8743.97591840203	5766.68123367979	9903.88327378082	7460.0964474659	4165.64033860814	11398.0825866579
B9J08_02165	2839.4145362076	4134.77462065117	4547.70150326671	4831.83759512259	3388.67636821916	4694.17134783799
B9J08_02164	5792.26815194893	5327.63519734063	3206.80740149051	4362.22245321881	4388.33180325071	2746.54895229772
B9J08_02163	9431.48549133365	8851.20883932939	5550.9072007353	7443.35594522168	9655.96740439159	3375.36913692259
B9J08_02162	69275.7562671668	43004.1008586868	64977.9041617156	47345.6646629299	41463.1857917592	72052.4720972299
B9J08_02161	1760.02450670496	2213.56621105568	2933.20584763544	2728.70186580866	1951.00647148255	2994.06328028836
B9J08_02160	4717.46151959915	7127.62207950141	10802.3316195481	5422.16056899789	5287.2848480211	11151.5239124433
B9J08_02159	3616.30035362034	5231.88037735019	6163.42959832975	5830.98125538317	5449.39113478298	6874.97326472852
B9J08_02158	1506.79181400847	2265.51829424198	1653.93371744822	1843.21740499571	2351.35987666717	2438.82843641746
B9J08_02157	5030.27837528304	4375.18033892505	4031.30938135105	3682.91049372948	4316.28456468988	3381.10305957875
B9J08_02156	69.8968065813817	75.3814540350299	340.153283171168	63.4376927149575	45.8482427205298	186.352486325002
B9J08_02155	4676.21094522326	7259.03028991383	4714.08082655695	6464.47710346726	7876.07312449102	4639.69908260453
B9J08_02154	21956.7640608596	29587.2207087492	18746.6361967994	19233.0749204834	20515.4511801971	15794.0899563759
B9J08_02153	794.073556736025	1863.14431662256	2299.73197970072	2069.65472482549	1789.71890334068	3034.20073888144
B9J08_02152	1177.93306828951	1109.32977627226	2478.43569730877	1480.21283001567	845.736334469774	2811.53340906746
B9J08_02151	10283.9973617689	15631.465029291	37336.7525857628	11613.5031621646	8836.43006576212	38807.1885368496
B9J08_02150	0	0	0	0	0	0
B9J08_02149	7698.96136754596	11097.3724359137	7967.72092645508	11283.0985126076	10118.5434246969	4568.0250494026
B9J08_02148	13362.8943992143	12058.9953090092	19965.5187948294	5920.8513200627	8000.51835473246	16331.1673785023
B9J08_02147	9722.53121054137	9615.2100626574	20204.6120445947	7994.03036115013	5814.5396393072	21155.3076398798
B9J08_02146	3923.38796286313	2630.20154484388	2256.59659958844	2865.26912095891	3024.34658231495	3071.47123614644
B9J08_02145	10041.0773126664	8491.61893021634	6322.41428502932	10978.2451559496	9477.48674522953	6373.25503231506
B9J08_02144	60789.5964386141	48333.773392623	71910.3759654758	51008.3103381532	43180.857456539	83345.432768525
B9J08_02143	7417.08244264399	8190.09311407622	5226.77563017726	8683.91526942529	9224.5026916466	4401.74129237414
B9J08_02142	4050.57723385548	5541.55553987247	4303.67849577434	5150.78821682835	5487.05219130341	3648.68611686593
B9J08_02141	28986.5494440855	20131.9415688418	21962.0706743124	23838.4751957762	20778.2598572201	20725.2634406683
B9J08_02140	5881.64439643004	14954.0506112735	7282.48460238563	14063.7840432799	17130.868405078	6208.88258283864
B9J08_02139	5976.74988735224	8726.93130700137	9926.06718355286	6535.84450777159	6873.96153359944	7978.75337603815
B9J08_02138	7896.04744511969	5201.32032841706	8945.0453958563	4362.22245321881	2738.61378393165	7636.62932422096
B9J08_02137	31368.7701142935	22243.6409501205	16513.4559464148	68934.7450045216	18840.3528836577	21075.9883764697
B9J08_02136	5321.32409449076	5067.87478140911	3135.32591444729	5401.89575049173	5611.49742154485	3630.52869512144
B9J08_02135	3025.04212089914	2695.39631590121	2268.92099390623	2851.17185591114	3224.11392559726	2632.82615295066
B9J08_02134	9802.74066071673	13491.2429356748	18698.57105896	9640.76713454257	11391.6508788116	23386.7592068997
B9J08_02133	26781.9354135514	20601.5476541141	48804.601498472	21937.987651524	15502.4370698792	35941.1828625487
B9J08_02132	47411.805998653	36890.0537354672	32395.9029037584	37254.6661259243	35306.421769288	34909.0767844409
B9J08_02131	4241.93406498812	3945.30231726582	3171.0666579689	6398.39617355585	5325.76462316155	1079.88876690898
B9J08_02130	3017.02117588161	2635.29488633274	4653.69129439975	3006.2417714366	2066.44579690388	5707.16435042518
B9J08_02129	7607.29342448841	6620.32526721162	5842.99534606706	1993.88192519373	2345.62884632711	1637.03491833194
B9J08_02128	2151.90496327598	1753.12814046333	571.851896345732	448.46924433213	1066.79036187233	161.505488148335
B9J08_02127	6441.96469836931	6633.56795508263	11340.9076512358	3151.61981724171	2592.06315094996	5041.0736685353
B9J08_02126	0	0	0	0	0	0
B9J08_02125	4071.20252104343	5710.6544773024	8436.04791053133	5107.61534261956	4576.63708585289	8027.49171861546
B9J08_02124	2777.53867464376	1803.04288705409	1596.00906415458	2745.44236805288	2621.5370212703	1559.62696247386
B9J08_02123	27549.6544366584	41700.2054375403	100946.648978203	100939.942058283	38433.1081791042	86134.9861407438
B9J08_02122	441.151975964458	1033.94832223723	861.475162813937	835.262954080273	963.631815751136	977.633812874239
B9J08_02121	6454.56904053972	6705.89340422435	8376.89081780591	9161.46012291844	7509.28718272678	7943.3941863252
