	SRR28791433	SRR28791434	SRR28791437	SRR28791438	SRR28791430	SRR28791431	SRR28791432
B9J08_05554	1507.55420043559	1249.66683222277	1177.52140843423	1608.53628231829	1458.31411503161	1612.488381264	1065.10023242609
B9J08_05553	795.088156544267	973.950238351322	965.139365313005	1300.48145567191	1652.13078198115	1732.02050737697	1152.64271728303
B9J08_05552	1394.99653971999	1433.72628813156	1124.42589765393	3292.33595978313	4542.18737222065	4674.90145227836	1939.71450243199
B9J08_05551	100.58344149054	63.3402985920906	95.9144710870067	66.5118375713764	67.2106183776627	90.8444158458591	189.675383856701
B9J08_05550	1133.35984965233	963.517718583213	1144.97899860114	2438.18394044545	1536.4659968661	4054.52971775203	3118.2957337467
B9J08_05549	1573.41240617344	1438.94254801561	1343.65897442423	1065.93971265706	1120.69798550661	1142.72712564002	1240.99578070346
B9J08_05548	2619.95916644406	2128.23403269424	2328.49506147832	2019.8594883518	2591.51640163174	2403.79105613188	2685.44678084294
B9J08_05547	861.545073243373	818.952801796559	741.624392512034	896.159495698545	1117.57191023323	1349.51770381546	1074.82717518797
B9J08_05546	3434.80478470968	4339.92822353336	3212.27840220859	4531.55651242877	3915.40927990803	4212.31212422115	3920.76851160197
B9J08_05545	392.754390582108	344.273152347598	306.583755795968	322.057318766665	336.053091888314	286.877102671134	297.482332800894
B9J08_05544	2361.31603118267	2013.47631524504	2128.10232724296	3101.55200464418	1870.95605111773	1901.75612645739	1875.67879591626
B9J08_05543	4117.33528053834	3682.67947814249	3136.06065286267	6318.62456928076	9607.99235273239	9403.59236130755	5528.95638156647
B9J08_05542	7245.00134212513	6610.49163306394	7434.22788844916	7850.14714493745	5920.78656778108	5980.19226943202	6170.1240252872
B9J08_05541	502.318496491446	619.989746219051	453.880979251014	393.82009088315	1194.16075443103	854.654701707754	702.77161454598
B9J08_05540	356.831732906915	471.698929515216	453.880979251014	421.825075123729	409.515860812736	366.963627166826	350.980517991245
B9J08_05539	560.99217069426	612.537946384688	660.268367929305	817.395477521915	1531.77688395603	1412.86973065534	730.331285704646
B9J08_05538	901.658707647338	683.330044811142	721.071291564818	441.078501789127	412.641936086115	388.479409867161	534.981851903514
B9J08_05537	1947.6067569567	1558.91652534886	1638.25342133432	1310.98332476213	1448.93588921147	1082.96106258353	1569.28009891698
B9J08_05536	1347.69837378098	1608.8435842391	1448.13723757257	1787.06805685198	1350.46451810001	1745.1690412494	1988.3492162414
B9J08_05535	4070.63582556059	4422.64320169479	4000.14727185186	5928.30510142768	6214.63764347877	6522.86812198491	4914.53783044092
B9J08_05534	1247.7136432517	1715.4043218705	1792.40167843844	871.655134488038	1469.25537848844	1171.41483590713	1779.21994686093
B9J08_05533	666.964010836079	782.438982608177	768.172147902188	715.877409649814	759.636291431258	811.623136307084	835.706498958369
B9J08_05532	970.510468191458	743.689623469487	583.194239377246	2667.4747489152	2247.64812155998	2855.62249283891	1011.60204723574
B9J08_05531	2925.90046764445	2952.40309437486	3065.83755795968	3439.36212704617	3427.7415372608	3192.7030884775	3012.92052049297
B9J08_05530	1540.48330330452	1597.66588448755	1800.10909129364	1247.97211022083	1119.13494786992	1280.18907066994	1483.35877118702
B9J08_05529	1914.07894312652	1735.52418142328	1699.91272417597	2095.12288349836	1969.42742222919	1441.55744092245	1598.46092720262
B9J08_05528	572.367678958071	725.060123883578	620.874924447142	617.859964807786	648.66061922628	645.473481010052	552.004001736808
B9J08_05527	2090.69867669622	1957.58781648732	2357.61195448687	1792.31899139709	1575.54193778335	1509.69075280684	1882.16342442418
B9J08_05526	0	0.745179983436359	2.56913761840197	0	0	0	4.86347138094104
B9J08_05525	154.467428003329	190.766075759708	156.71739472252	264.297038770469	340.742204798383	207.985899436572	145.904141428231
B9J08_05524	1287.22856669441	1585.74300475257	1514.07843644489	2719.98409436629	3427.7415372608	3731.792977247	1785.70457536885
B9J08_05523	881.901245925982	981.402038185685	1031.93694339146	1016.93099023604	1075.3698940426	1056.66399483868	832.464184704408
B9J08_05522	711.86733293007	657.993925374305	610.598373973534	992.426629025537	658.038845046419	524.74603363595	701.150457419
B9J08_05521	787.304914047975	508.957928687034	635.43337095142	736.881147830249	581.450000848617	450.636115445907	624.956072450924
B9J08_05520	281.39415178901	245.909394533999	183.265150112674	290.551711496013	342.305242435073	420.753083917663	346.117046610304
B9J08_05519	64.0620728540938	70.7920984264541	64.2284404600491	52.5093454510866	71.8997312877322	35.8596378338918	50.2558709363908
B9J08_05518	2571.46357858255	3827.98957491258	3864.83935728269	1857.08051745343	1916.28414258173	2128.86716607204	2302.04312031209
B9J08_05517	10.1780863413046	15.6487796521635	9.42017126747387	3.50062303007244	0	5.97660630564863	0
B9J08_05516	2753.47171080353	3424.10202389007	3903.37642155872	2035.61229198712	1422.36424938775	1667.47315927597	1911.34425270983
B9J08_05515	6273.29345201116	6292.29978013662	7175.60136819669	4228.75262032751	3243.3030961314	3264.42236414528	4655.15269012407
B9J08_05514	889.085777461021	1064.11701634712	1065.33573243068	792.891116311408	693.988710690285	761.419643339635	894.878734093151
B9J08_05513	784.910070202962	759.33840312165	853.810068515587	826.147035097096	895.620565823273	823.576348918381	920.817248124837
B9J08_05512	1321.95380244709	1005.24779765565	1061.91021560615	990.676317510501	1092.56330804619	1039.92949718286	1048.07808259279
B9J08_05511	2261.33130065338	2145.37317231328	2229.15507356677	2212.39375500578	2249.21115919667	2220.90690317903	2077.51285822531
B9J08_05510	1475.82251948917	1350.26612998668	1272.57950031511	1613.7872168634	2280.47191193046	1961.52218951388	1245.04867352091
B9J08_05509	3623.9974484657	5334.7435014209	5130.56782394873	4375.77878759055	3879.45941426416	3333.7509972908	4203.66043026004
B9J08_05508	37.1200795976992	44.7107990061816	26.5477553901536	19.2534266653984	25.0086021870373	39.4456016172809	25.1279354681954
B9J08_05507	2328.985639275	2031.36063484752	2188.04887167234	2775.99406284745	3544.96936001254	2783.90321717113	2073.45996540786
B9J08_05506	9653.01682828555	9095.6668778242	8198.11814032067	12140.1606682912	14734.755801075	16496.6287248513	7383.56013483199
B9J08_05505	3522.8152960139	3408.45324423791	3960.7538283697	2296.40870772752	2096.03347080106	1873.06841619028	2718.68050194604
B9J08_05504	3092.34211487284	2845.84235674346	2627.37140441908	3250.32848342226	3158.89906375015	3490.3380824988	3062.36581286588
B9J08_05503	2375.68509425275	2743.75269901268	2036.46975218662	1617.28783989347	4026.384952113	3593.13571095596	4674.60657564783
B9J08_05502	104.175707258059	114.012537465763	134.451535363036	84.0149527217386	42.2020161906254	71.7192756677835	85.1107491664682
B9J08_05501	3026.48390913499	4396.56190227452	4207.39103973629	4011.71399246302	3038.54516572503	3128.15574037649	3937.79066143526
B9J08_05500	1027.98672047177	1117.0247951711	1119.28762241712	1452.75855748006	1270.74959862883	1612.488381264	1130.75709606879
B9J08_05499	93.9976209167544	69.3017384595814	139.58981059984	120.771494537499	95.3452958380797	80.0865244956916	130.503148721918
B9J08_05498	592.125140679427	594.653626782215	522.391315741733	777.138312676082	1045.6721789455	1490.56561262877	923.248983815308
B9J08_05497	465.198416893746	672.152345059596	709.081982678943	448.079747849272	437.650538273153	577.340169125657	375.29787489595
B9J08_05496	4092.18942016571	3385.35266475138	2850.02999801391	3257.32972948241	2489.9189552469	2891.48213067281	2505.49833974813
B9J08_05495	2727.72713946964	2400.96990663195	2461.23383842908	3211.82163009146	3029.16693990489	3276.37557675658	2452.81073312127
B9J08_05494	6755.85448678125	6799.76734885678	7643.18441474585	4573.56398878964	3826.31613461671	3498.70533132671	5237.9586772735
B9J08_05493	4947.74738379655	5693.92025343722	6067.44667545931	3075.29733191864	2710.30726202017	3146.08555929344	3321.75095318273
B9J08_05492	290.374816207808	311.485233076398	369.955817049883	210.037381804346	175.060215309261	172.126261602681	224.530262086778
B9J08_05491	7437.18756068741	9972.7437183288	5545.91173892371	8828.57128184269	4814.15592100468	3652.90177401244	2563.85999631942
B9J08_05490	2713.35807639956	7704.41584874852	2773.81224866799	10844.9301471644	5065.80498051174	7522.15669628936	2210.4477426377
B9J08_05489	229.905009121234	430.714030426216	387.939780378697	322.057318766665	292.288038060998	284.486460148875	378.540189149911
B9J08_05488	3197.71524405341	4357.06736315239	4394.93808587963	4169.24202881628	6034.88831525944	2589.06585160699	5229.8528916386
B9J08_05487	1873.96530872256	2063.40337413528	1615.98756197484	2599.21259982879	2111.66384716796	3040.89728831402	2473.07519720852
B9J08_05486	3897.60835775842	6015.09282629829	5010.67473508997	4370.52785304544	3879.45941426416	4066.48293036333	4374.69250715647
B9J08_05485	523.273380135308	473.934469465525	673.114056021315	427.076009668838	345.431317708453	290.463066454523	406.099860308577
B9J08_05484	1252.50333094172	1103.61155546925	1149.26089463181	1295.2305211268	1863.14086293428	1704.52811837099	1177.77065275122
B9J08_05483	6045.78328673494	5222.96650390544	5679.50689508061	4743.34420574816	4396.82487200849	3729.40233472474	5385.48397582871
B9J08_05482	201.765593942333	275.716593871453	266.33393310767	236.29205452989	320.422715521415	276.119211320967	327.47373965003
B9J08_05481	456.816463436201	453.069429929307	540.375279070547	591.605292082242	561.130511571649	460.198685534944	415.826803070459
B9J08_05480	2122.43035764264	1572.32976505072	1728.17323797839	1871.08300957372	2130.42029880824	2475.51033179966	1954.30491657481
B9J08_05479	2135.00328782896	2340.6103279736	2560.57382634063	1990.10419259618	2103.84865898451	1192.93061860747	3641.11890719786
B9J08_05478	217.332078934916	210.88593531249	223.514972800971	273.04859634565	406.389785539356	351.424450772139	295.050597110423
B9J08_05477	4544.81490687314	4709.53749531779	5219.63126138666	3759.6691342978	3193.28589175732	3254.85979405624	4040.73413899851
B9J08_05476	804.068820963065	1108.8278153533	976.272294992747	904.911053273726	944.074732560658	1203.68850995763	1086.17527507683
B9J08_05475	9.5793753800514	17.8843196024726	21.4094801533497	19.2534266653984	18.756451640278	23.9064252225945	46.2029781189399
B9J08_05474	6254.13470125106	6278.14136045133	5646.96448524752	5376.95697419127	5404.98414767343	6155.90449481809	4467.09846339435
B9J08_05473	1370.4493903086	1508.98946645863	1069.61762846135	2572.95792710324	2911.93911715315	4728.69090902919	2212.06889976468
B9J08_05472	2394.2451340516	2373.3982472448	2227.4423151545	2765.49219375723	2466.47339069655	2636.87870205217	2563.04941775593
B9J08_05471	1696.74686419161	1801.84519994912	1606.56739070736	2156.38378652462	2550.8774230778	3332.55567602967	2019.96178021751
B9J08_05470	28.7381261401542	31.2975593043271	56.5210276048432	45.5080993909417	21.8825269136576	25.1017464837242	17.8327283967838
B9J08_05469	9314.74513517749	6644.76991230202	4489.13979855437	24108.7908081089	74842.9311576192	100048.389556558	20774.3180036897
B9J08_05468	804.068820963065	763.809483022268	750.188184573374	875.15575751811	839.351210902439	902.467552152943	744.111121283979
B9J08_05467	5359.66052513876	4703.5760554503	4568.78306472483	925.914791454161	2349.24556794482	1735.60647116036	4672.98541852085
B9J08_05466	1107.01656735719	930.729799312013	1037.93159783439	805.143296916661	1672.45027125812	1269.43117931977	1954.30491657481
B9J08_05465	417.900250954743	539.510308007924	508.689248443589	607.358095717568	906.561829280102	913.22544350311	517.959702070221
B9J08_05464	559.196037810501	699.724004446742	784.443352818734	714.127098134778	695.551748326975	785.32606856223	649.273429355629
B9J08_05463	12640.5845249391	9113.55119742668	12217.9621339136	20986.2350652843	11997.8768992311	13808.3512085706	15574.4565189002
B9J08_05462	395.747945388374	390.474311320652	425.620465448592	336.059810886954	240.707796050234	298.830315282431	263.438033134306
B9J08_05461	2079.32316843241	3719.93847731431	1854.91736048622	2658.72319134002	3773.17285496925	5806.87068656821	1903.23846707493
B9J08_05460	3554.54697696032	2997.11389338104	2907.40740482489	3421.85901189581	3613.74301602689	3651.70645275131	4655.15269012407
B9J08_05459	5058.5089116284	5186.45268471706	4406.07101555937	8266.72128551607	8266.90606045251	8434.18681853134	3791.07594144354
B9J08_05458	1675.19326958649	2276.52484939808	1928.56597221374	2200.14157440053	2843.1654611388	3183.14051838846	2285.83154904229
B9J08_05457	1233.34458018162	1099.14047556863	1119.28762241712	1197.21307628477	1375.47312028705	1335.1738486819	1259.63908766373
B9J08_05456	808.858508653091	452.32424994587	385.370642760295	1127.20061568333	1250.43010935186	1122.40666420081	723.846657196725
B9J08_05455	1416.5501343251	1647.59294337779	1403.60551885361	1736.30902291593	1353.59059337339	1639.98077026998	1178.58123131471
B9J08_05454	4014.35699520279	5170.8039050649	4484.8579025237	4869.36663483076	5794.1805192092	6968.7229523863	4723.24128945724
B9J08_05453	5916.46171910425	9250.66431437897	7142.20257915747	4107.98112579001	4828.22325973489	8348.12368773	4269.31729390274
B9J08_05452	1360.2713039673	1021.64175729125	964.282986106871	988.926005995464	1050.36129185557	860.631308013402	1279.90355175098
B9J08_05451	1252.50333094172	1254.88309210683	1018.23487609331	1584.03192110778	2310.16962702757	2236.44607957372	1575.7647274249
B9J08_05450	1337.52028743968	1107.33745538643	1217.77123112253	1109.69750053296	853.418549632647	781.740104778841	1086.17527507683
B9J08_05449	1769.7896014645	1777.99944047915	1775.27409431576	1468.51136111539	1372.34704501367	1005.2651806101	1677.89762642466
B9J08_05448	337.672982146812	477.660369382706	324.567719124782	432.326944213946	468.911291006949	426.729690223312	557.678051681239
B9J08_05447	881.901245925982	771.261282856632	783.5869736126	838.399215702349	693.988710690285	688.505046410722	614.418551125552
B9J08_05446	5621.29721520641	4404.75888209232	4425.76773730045	5600.9968481159	5720.71775028478	5240.28840879272	5285.78281251942
B9J08_05445	6636.11229453061	9583.01458699158	8663.13204925143	5399.71102388674	3771.60981733256	5407.63338535088	3285.27491782567
B9J08_05444	2160.14914820159	2166.98339183293	2367.88850496048	1865.83207502861	2546.18831016773	2602.21438547941	2370.13171964527
B9J08_05443	537.043732244132	576.024127196306	541.231658276681	553.098438751446	633.030242859381	521.16006985256	659.810950681001
B9J08_05442	446.039666133644	521.625988405452	429.902361479262	654.616506623546	726.812501060771	901.272230891813	783.829470894998
B9J08_05441	296.36192582034	346.508692297907	282.605138024216	465.582862999635	517.365457744334	401.627943739588	537.413587593985
B9J08_05440	2023.64304903586	1498.55694669052	1460.98292566458	1993.60481562625	1588.04623887687	1372.22880777693	1772.73531835301
B9J08_05439	15981.9903996933	11767.1371184436	14945.5299054504	8319.23063096715	6688.23804739579	4913.9657045043	11132.485990974
B9J08_05438	1835.0490962411	2149.8442522139	2307.9419605311	1634.79095504383	1302.01035136263	1683.01233567065	1800.29498951168
B9J08_05437	48.4955878615102	22.3553995030908	18.8403425349477	49.0087224210142	10.9412634568288	25.1017464837242	9.72694276188208
B9J08_05436	1732.07081090554	1270.53187175899	1298.27087649913	1724.05684231068	1428.61639993451	1257.47796670847	1383.65760787773
B9J08_05435	571.170257035565	486.602529183943	492.418043527043	680.87117934909	965.957259474315	860.631308013402	757.080378299822
B9J08_05434	1194.42836770016	1192.28797349818	1550.04636310252	831.397969642205	933.133469103829	786.521389823359	1536.04637781388
B9J08_05433	2830.10671384394	2227.34297049128	2041.60802742343	6360.63204564162	11291.3838874473	15106.4700981575	5294.69917671781
B9J08_05432	11158.7748958374	11071.8841938974	13368.0794077516	8144.19947946353	8788.96063110692	6893.41771293513	9867.17285336588
B9J08_05431	2758.8601094548	2512.00172416397	2552.86641348542	2998.28362525705	2241.39597101322	2465.94776171062	2310.14890594699
B9J08_05430	12677.7046045368	23469.4435783281	22014.9402520864	4620.82239969562	11222.610231433	3117.39784902632	16218.0558983114
B9J08_05429	802.871399040558	687.055944728323	753.61370139791	815.645166006879	545.500135204751	494.863002107706	446.628788483086
B9J08_05428	2.99355480626606	5.21625988405452	0.856379206133989	7.00124606014488	7.81518818344915	9.56257008903781	7.29520707141156
B9J08_05427	363.4175534807	475.424829432397	352.828232927203	313.305761191483	703.366936510424	787.716711084489	529.307801959083
B9J08_05426	2.39484384501285	1.49035996687272	6.85103364907191	1.75031151503622	0	4.7812850445189	3.24231425396069
B9J08_05425	135.907388204479	243.67385458369	181.552391700406	185.533020593839	187.56451640278	184.079474213978	231.014890594699
B9J08_05424	6324.78259467894	6236.41128137889	6035.76064483235	5781.27893416464	6936.76103162947	6953.18377599161	6562.44405001644
B9J08_05423	127.525434746934	157.232976505072	177.270495669736	161.028659383332	132.858199118636	57.3754205342268	49.4452923729006
B9J08_05422	544.22826377917	444.12727012807	539.518899864413	505.840027845468	656.475807409729	815.209100090473	518.770280633711
B9J08_05421	2279.29262949098	2251.93390994468	2609.38744109026	1965.59983138568	1985.05779859608	1935.22512176903	2551.70131786707
B9J08_05420	553.208928197969	472.444109498652	532.667866215341	511.090962390576	547.063172841441	449.440794184777	594.154087038297
B9J08_05419	116.149926483123	182.569095941908	130.169639332366	262.546727255433	90.6561829280102	87.25845206247	49.4452923729006
B9J08_05418	1903.90085678522	1631.94416372563	1703.3382410005	7580.59917162187	3854.45081207712	3398.29834539181	1508.48670665521
B9J08_05417	18.5600397988496	10.432519768109	7.7074128552059	47.2584109059779	23.4455645503475	21.5157827003351	8.10578563490173
B9J08_05416	2192.47954010927	2242.24657016001	2052.74095710317	2315.66213439292	2708.74422438348	2660.78512727477	2389.58560516903
B9J08_05415	220.325633741182	103.580017697654	77.074128552059	488.336912695105	311.044489701276	420.753083917663	150.767612809172
B9J08_05414	2446.93169864188	2414.3831463338	2773.81224866799	2126.62849076901	1511.45739467907	1379.4007353437	2302.04312031209
B9J08_05413	1210.593563654	839.817841332777	844.389897248113	1209.46525689003	1045.6721789455	1035.14821213834	1002.68568303734
B9J08_05412	116.748637444376	60.3595786583451	50.5263731619053	85.7652642367748	160.992876579053	135.071302507659	55.929920880822
B9J08_05411	5321.34302361856	5199.12074443548	5346.37538389449	5786.52986870974	6238.08320802911	6264.67872958089	5259.03371992424
B9J08_05410	546.623107624183	557.394627610397	482.99787225957	502.339404815395	578.323925575237	607.223200653901	647.652272228649
B9J08_05409	11324.0191211433	11678.4607004146	12717.2312110897	9243.39511090628	8592.017888884	7922.58931876782	10133.8532007541
B9J08_05408	187.396530872256	188.530535809399	161.855669959324	243.293300590035	126.606048571876	137.461945029918	130.503148721918
B9J08_05407	574.163811841831	480.641089316452	563.497517636165	701.874917529524	626.778092312622	534.308603724987	833.274763267898
B9J08_05406	953.147850315115	876.331660521159	892.347132791616	887.407938123364	1683.39153471495	1667.47315927597	945.134605029542
B9J08_05405	930.995544748746	1403.17390881066	1390.7598307616	1349.49017809293	1511.45739467907	1451.12001101149	852.728648791663
B9J08_05404	3406.06665856953	3877.17145381938	4389.79981064283	2070.61852228785	1872.51908875442	1769.07546647199	2047.52145137618
B9J08_05403	227.510165276221	233.986514799017	260.339278664733	166.279593928441	170.371102399192	213.962505742221	235.06778341215
B9J08_05402	6899.54511748202	5228.92794377293	5641.82621001072	5893.29887112695	5251.80645927783	5349.06264355552	5212.02016324182
B9J08_05401	1065.10680006947	1105.84709541956	1116.71848479872	1016.93099023604	804.964382895263	907.248837197462	947.566340720013
B9J08_05400	5938.61402467062	3864.50339410096	3563.39387672353	8187.95726733944	5353.40390566267	6001.70805213235	3672.73147117398
B9J08_05399	174.823600685938	184.804635892217	157.573773928654	273.04859634565	239.144758413544	213.962505742221	267.490925951757
B9J08_05398	80.2272688079305	58.124038708036	89.9198166440688	80.5143296916661	89.0931452913203	88.4537733235997	83.4895920394879
B9J08_05397	1484.80318390797	1861.45959862403	1805.24736653045	1398.49890051394	1803.74543274006	1846.77134844543	1622.77828410733
B9J08_05396	350.844623294383	529.077788239815	539.518899864413	260.796415740397	268.842473510651	259.38471366515	260.195718880346
B9J08_05395	216.733367973663	169.90103622349	230.366006450043	267.797661800542	200.068817496298	184.079474213978	271.543818769208
B9J08_05394	820.234016916902	867.389500719922	921.464025800172	561.849996326627	598.643414852205	577.340169125657	585.237722839905
B9J08_05393	502.917207452699	555.904267643524	539.518899864413	474.334420574816	426.709274816324	614.395128220679	347.738203737284
B9J08_05392	1694.95073130785	2336.13924807299	1717.04030829865	2891.51462283984	4473.4137162063	5059.79489836213	2203.15253556629
B9J08_05391	1081.2719960233	824.91424166405	685.959744113325	2278.90559257716	8176.2498775245	8901.55743163307	2623.0322314542
B9J08_05390	450.230642862416	549.942827776033	502.694594000651	357.063549067389	250.086021870373	313.174170415988	292.618861419953
B9J08_05389	2676.83670776311	2307.82240870241	2791.7962119968	2802.24873557299	1636.50040561425	1408.08844561082	1932.41929536057
B9J08_05388	11.9742192250643	11.9228797349818	15.4148257104118	49.0087224210142	45.3280914640051	17.9298189169459	37.286613920548
B9J08_05387	122.735747056909	92.4023179461086	71.0794741091211	145.275855748006	112.538709841668	84.8678095402105	42.9606638649792
B9J08_05386	999.847305292865	919.552099560468	1035.36246021599	714.127098134778	864.359813089476	819.990385134992	698.71872172853
B9J08_05385	4902.84406170256	3878.66181378625	4847.96268592451	2679.72692952045	2621.21411672885	1722.45793728793	3990.47826806212
B9J08_05384	2066.15152728484	2527.65050381613	2820.91310500536	1384.49640839365	1420.80121175106	1357.88495264337	1791.37862531328
B9J08_05383	1113.00367696972	1008.97369757283	1117.57486400486	959.170710239849	1081.62204458936	1018.41371448253	1353.66620102859
B9J08_05382	755.573233101555	464.992309664288	309.15289341437	1550.77600232209	2449.27997669296	2212.53965435112	946.755762156523
B9J08_05381	2194.27567299303	1903.9348576799	1814.66753779792	2205.39250894564	2161.68105154204	2387.05655847606	2104.26195082049
B9J08_05380	1152.51860041243	963.517718583213	903.480062471358	976.673825390211	945.637770197348	855.850022968884	942.702869339072
B9J08_05379	1283.03758996564	1290.65173131177	1327.38776950768	1328.48643991249	1183.2194909742	1215.64172256893	1270.1766089891
B9J08_05378	1093.84492620962	944.888218997304	1051.63366513254	892.658872668472	717.434275240632	602.441915609382	885.96236989476
B9J08_05377	30619.2759804118	24535.0509546421	29309.5783299358	18341.5143660646	15641.3176303551	10493.7253514579	20388.4826074683
B9J08_05376	7099.5145785406	5266.18694294475	5706.05465047077	7676.86630494886	7858.95323727647	10101.6599778073	10568.3233107849
B9J08_05375	7559.92330774432	6611.23681304738	6642.93350198135	8233.46536673038	6436.58898788872	6895.80835545739	7082.83548777714
B9J08_05374	2506.20408380595	2214.67491077286	2295.09627243909	1601.53503625814	1520.83562049921	1361.47091642676	2059.68012982853
B9J08_05373	16987.8248145987	18757.67054306	19806.3382794669	14494.3296560149	15008.2873874958	15591.7705301761	16263.4482978668
B9J08_05372	1027.38800951051	1005.24779765565	1013.09660085651	1323.23550536738	1291.0690879058	1434.38551335567	1266.93429473514
B9J08_05371	1217.77809518903	1230.29215265343	1049.06452751414	2037.36260350216	1863.14086293428	2347.61095685878	1288.00933738589
B9J08_05370	559.794748771754	495.544688985179	544.657175101217	575.852488446916	479.852554463778	344.252523205361	761.943849680763
B9J08_05369	1569.22142944467	1451.61060773403	1401.89276044134	1899.0879938143	1908.46895439828	1869.48245240689	1529.56174930596
B9J08_05368	1694.35202034659	1503.77320657457	1743.5880636888	1249.72242173586	983.150673477903	920.397371069889	1003.49626160083
B9J08_05367	592.723851640681	480.641089316452	541.231658276681	477.835043604888	425.146237179634	345.447844466491	521.202016324181
