	SRR28791433	SRR28791434	SRR28791437	SRR28791438	SRR28791430	SRR28791431	SRR28791432
B9J08_03961	2689.40963794943	2508.27582424679	2635.93519648042	2432.93300590035	1356.71666864677	1252.69668166395	1191.55048833056
B9J08_03960	4574.15174397455	4432.33054147947	4150.01363292531	4778.35043604888	3637.18858057724	3389.9310965639	4863.47138094104
B9J08_03959	1451.27537007779	1542.52256571326	1723.03496274159	1533.27288717173	1445.80981393809	1357.88495264337	1245.8592520844
B9J08_03958	6395.43048810682	14650.2384743588	9381.63420319785	24040.5286590225	19201.9173667346	14784.9286789136	24485.9572459112
B9J08_03957	954.345272237621	1009.71887755627	1035.36246021599	1057.18815508188	1517.70954522583	1332.78320615964	1114.54552479899
B9J08_03956	3045.04394893384	2822.74177725693	2701.0200161466	2774.24375133241	2707.18118674679	2688.27751628075	2909.97704292972
B9J08_03955	40.7123453652185	42.4752590558725	17.9839633288138	568.851242386772	123.479973298497	470.956576885112	47.0135566824301
B9J08_03954	4167.62700128361	5019.53236842732	4833.40423942023	4664.58018757153	5347.15175511591	5965.84841429846	5117.99304987696
B9J08_03953	292.170949091568	420.281510658107	294.594446910092	208.28707028931	171.934140035881	162.563691513643	214.803319324896
B9J08_03952	2870.2203482479	2886.82725583246	3146.33720333627	1934.09422411502	1916.28414258173	1662.69187423145	2552.51189643056
B9J08_03951	241.879228346298	227.27989494809	244.924452954321	353.562926037316	351.683468255212	364.572984644566	346.927625173794
B9J08_03950	285.585128517782	374.080351685052	282.605138024216	504.089716330431	373.56599516887	443.464187879128	534.171273340024
B9J08_03949	2998.94320491734	3178.19262935607	2528.03141650753	6138.34248323202	6011.44275070909	6151.12320977357	3892.39826187981
B9J08_03948	703.485379472525	752.631783270723	716.789395534148	969.672579330066	1586.48320124018	1822.86492322283	1158.31676722746
B9J08_03947	4614.86408933976	5978.57900710991	7403.39823702833	2740.98783254672	1841.25833602062	1586.19131351915	5877.50516386725
B9J08_03946	1833.25296335734	3195.33176897511	2679.61053599325	2103.87444107354	3463.69140290466	4274.4688297999	2890.52315740596
B9J08_03945	441.848689404871	505.232028769852	457.30649607555	1358.24173566811	572.071775028478	2416.93959000431	705.203350236451
B9J08_03944	249.063759881337	333.840632579489	341.695303247461	273.04859634565	186.00147876609	295.244351499042	294.240018546933
B9J08_03943	375.990483667018	587.947006931288	441.035291159004	498.838781785323	806.527420531953	738.70853937817	627.387808141394
B9J08_03942	4553.19686033068	4510.57443974028	4635.58064280328	5098.65744330051	4024.82191447631	4058.11568153542	4629.21417609238
B9J08_03941	296.36192582034	281.678033738944	253.488245015661	311.555449676447	468.911291006949	516.378784808041	363.139196443598
B9J08_03940	8383.74959042874	7760.30434750625	8934.6042575959	6652.93406865267	6263.09181021615	5886.9572110639	7384.37071339548
B9J08_03939	2115.84453706885	1985.15947587446	1915.72028412173	1573.53005201756	1331.70806645974	1336.36916994303	1499.57034245682
B9J08_03938	899.263863802326	1011.20923752314	1166.38847875449	672.119621773909	678.358334323386	803.255887479176	845.433441720251
B9J08_03937	3343.20200763794	3285.49854697091	2646.21174695402	3231.07505675686	2743.13105239065	2828.13010383293	2168.29765733621
B9J08_03936	814.845618265623	750.396243320414	825.549554713165	1321.48519385235	1552.096373233	1276.60310688655	1066.72138955307
B9J08_03935	807.062375769331	680.349324877396	539.518899864413	1116.69874659311	772.140592524776	982.554076648634	872.182534315427
B9J08_03934	1096.23977005463	1254.13791212339	1338.52069918742	1205.96463385996	948.763845470727	1143.92244690115	1132.37825319577
B9J08_03933	164.04680338338	130.406497101363	121.605847271026	199.535512714129	151.614650758914	162.563691513643	274.786133023169
B9J08_03932	2648.69729258421	2970.28741397733	2970.77946607881	2306.91057681774	2335.17822921461	2475.51033179966	2447.94726174032
B9J08_03931	205.357859709852	198.217875594072	196.110838204683	182.032397563767	160.992876579053	127.899374940881	81.8684349125075
B9J08_03930	2049.38762036975	2435.99336585346	2784.0887991416	2257.90185439672	2119.47903535141	2066.7104604933	2417.95585489119
B9J08_03929	3298.8973965052	3615.61327963322	3870.83401172563	1976.10170047589	1874.08212639111	1732.02050737697	2399.31254793091
B9J08_03928	7906.57695430993	6799.76734885678	6649.78453563042	9829.74946844341	13057.6164169068	11491.8186045012	9513.76059968417
B9J08_03927	20729.7683224312	14641.2963145576	12960.4429056318	31188.8008864304	30588.64655002	30634.8886014937	16709.2665077864
B9J08_03926	766.350030404112	839.817841332777	866.655756607596	983.675071450356	790.897044165054	865.412593057921	1140.48403883067
B9J08_03925	808.259797691837	867.389500719922	922.320405006306	973.173202360138	884.679302366444	814.013778829343	854.349805918643
B9J08_03924	46.1007440164974	20.1198595527817	23.1222385656177	24.5043612105071	15.6303763668983	21.5157827003351	8.91636419839191
B9J08_03923	1915.87507601028	2567.14504293826	2805.49827929495	1645.29282413405	1119.13494786992	1275.40778562542	1106.43973916409
B9J08_03922	729.828661767666	810.010641995323	911.187475326564	750.883639950539	622.088979402553	632.324947137625	981.6106403866
B9J08_03921	4771.72636118811	4023.97191055634	4076.36502119779	4461.54405182733	4987.65309867725	4590.03364273815	4361.72325014062
B9J08_03920	117.946059366883	125.935417200745	139.58981059984	162.778970898368	196.942742222919	190.056080519626	235.87836197564
B9J08_03919	4681.32100603887	3734.0968969996	3291.06528917292	5194.9245766275	5569.10309952587	6924.4960657245	4257.15861545039
B9J08_03918	2954.03988282335	2107.36899315802	2009.92199679647	3050.79297070813	2106.97473425789	2394.22848604284	1752.47085426575
B9J08_03917	589.131585873161	589.43736689816	486.423389084106	652.86619510851	851.855511995958	784.1307473011	749.78517122841
B9J08_03916	4998.63781550307	3736.33243694991	3649.03179733693	4685.58392575196	4848.54274901185	4599.59621282718	3997.77347513354
B9J08_03915	220.924344702436	231.005794865271	233.791523274579	234.541743014854	279.78373696748	284.486460148875	222.098526396308
B9J08_03914	4208.93805761009	4708.04713535092	5192.22712679037	2625.46727255433	2288.28710011391	2369.12673955912	2610.87355300185
B9J08_03913	3355.176226863	3500.85556218402	3675.57955272708	3544.38081794835	4621.90229169183	4554.17400490425	3380.92318831751
B9J08_03912	1114.20109889223	952.340018831667	1022.51677212398	966.171956299994	820.594759262161	765.005607123024	744.921699847469
B9J08_03911	4635.81897298363	4636.50985694103	3781.77057428769	11296.5105180438	8381.00780793087	9876.93958071492	5100.16032148017
B9J08_03910	384.971148085816	321.172572861071	429.902361479262	518.092208450721	337.616129525003	365.768305905696	342.874732356343
B9J08_03909	312.527121774177	324.898472778253	345.977199278131	474.334420574816	259.464247690512	345.447844466491	445.007631356105
B9J08_03908	6257.72696701858	5386.16092027801	3859.70108204589	22890.5739936437	14717.5623870714	29394.1451324411	19409.3037027722
B9J08_03907	4984.86746339425	4307.88548424559	4499.41634902798	4874.61756937587	4681.29772188604	4301.96121880588	4290.39233655349
B9J08_03906	7516.81611853409	7741.67484792034	8386.52156567015	5387.45884328149	5243.99127109438	4543.41611355409	7423.27848444301
B9J08_03905	1400.98364933252	1174.4036538957	1185.22882128944	1589.28285565289	2105.4116966212	2262.74314731857	1912.15483127332
B9J08_03904	2578.04939915633	2253.42426991155	2379.87781384635	2767.24250527226	2513.36451979725	2341.63435055313	2440.65205466891
B9J08_03903	842.985033444524	862.173240835868	971.990398962077	899.660118728617	731.501613970841	845.092131618716	617.660865379512
B9J08_03902	878.308980158463	801.068482194086	822.980417094763	880.406692063219	1130.07621132675	1354.29898885998	865.697905807505
B9J08_03901	895.671598034806	579.750027113488	769.884906314456	642.364326018293	1134.76532423682	1515.66735911249	771.670792442645
B9J08_03900	147.28289646829	56.6336787411633	70.2230949029871	120.771494537499	95.3452958380797	90.8444158458591	133.745462975879
B9J08_03899	2462.49818363446	2769.08881844951	2705.30191217727	2247.39998530651	2035.07500297016	2124.08588102752	2273.67287058994
B9J08_03898	4984.86746339425	5720.74673284093	6122.25494465188	3518.1261452228	3332.39624142272	3092.2961025426	4258.77977257737
B9J08_03897	1200.41547731269	1132.67357482327	1066.19211163682	981.92475993532	967.520297111005	1129.57859176759	1092.65990358475
B9J08_03896	979.491132610256	658.739105357742	638.002508569822	857.652642367748	783.081855981605	727.950648028003	703.582193109471
B9J08_03895	3940.11683600739	4267.64576514003	4764.03752372338	2697.23004467082	2727.50067602375	2311.75131902489	3961.29743977648
B9J08_03894	3126.46863966428	2665.50880075186	3008.4601511487	2742.73814406176	2596.20551454181	2323.70453163619	3192.86896158779
B9J08_03893	3715.60022553744	3971.8093117158	4285.32154749448	1911.34017441955	1910.03199203497	2046.38999905409	2671.66694526361
B9J08_03892	677.740808138637	705.685444314232	659.411988723171	481.335666634961	526.743683564473	487.691074540928	368.002667824539
B9J08_03891	5506.3447106458	6000.934406613	6337.20612539152	4531.55651242877	4665.66734551914	5050.23232827309	4708.65087531442
B9J08_03890	671.154987564852	845.034101216832	719.35853315255	749.133328435502	636.156318132761	688.505046410722	741.679385593509
B9J08_03889	4366.99775138093	7194.71274007805	6961.50656666319	5425.96569661228	1458.31411503161	1656.7152679258	2573.5869390813
B9J08_03888	4538.22908629935	3891.32987350467	4352.11912557293	3512.87521067769	2941.63683225026	2542.44832242293	3543.03890101555
B9J08_03887	183.804265104736	260.812994202726	281.748758818082	155.777724838224	151.614650758914	204.399935653183	202.644640872543
B9J08_03886	2695.99545852322	2851.80379661095	2897.13085435128	1923.59235502481	2130.42029880824	2128.86716607204	2034.55219436034
B9J08_03885	138.900943010745	161.70405640569	178.983254082004	189.033643623912	329.800941341554	431.510975267831	459.598045498928
B9J08_03884	1132.76113869108	1014.18995745689	1106.44193432511	1137.70248477354	969.083334747695	900.076909630683	908.658569672484
B9J08_03883	6100.26598420899	3681.93429815905	2918.54033450463	10283.0801508378	9436.05821269651	8789.19723308687	3983.18306099071
B9J08_03882	19646.1014825629	15118.2115039569	19442.3771168599	9619.71208663907	10044.0798533689	6846.80018375107	13644.4689592301
B9J08_03881	942.96976397381	1177.38437382945	1309.40380617887	822.646412067023	1023.78965203184	1090.13299015031	789.503520839429
B9J08_03880	0	0	0	0	0	0	0
B9J08_03879	0	0	0	0	0	0	0
B9J08_03878	1.79613288375964	3.7258999171818	1.71275841226798	5.25093454510866	6.25215054675932	2.39064252225945	1.62115712698035
B9J08_03877	0	0	0.856379206133989	0	0	0	0
B9J08_03876	8580.12678571979	7658.9598697589	9153.8373343662	4862.36538877062	4268.65578579993	3481.97083367089	6401.94949444539
B9J08_03875	5733.85487592202	5236.3797436073	5622.12948826963	5061.90090148475	3293.32030050547	3505.87725889349	4058.5668673953
B9J08_03874	11850.8847670461	11537.6216835452	12618.7476023843	10573.6318623338	11075.6846935841	11869.5401230182	9510.51828543021
B9J08_03873	36491.4330883833	32717.8723527568	39478.2250235707	18826.3506557296	19253.4976087453	14090.4470261972	27233.0079975794
B9J08_03872	6118.22731304658	5143.97742566119	4991.83439255502	6147.09404080721	11361.7205810984	12850.8988784057	8087.14232794146
B9J08_03871	12571.732764395	9752.17044323164	10625.0968105044	13535.1589457751	29219.4255802797	21055.5840148001	29925.7499854937
B9J08_03870	113.156371676857	111.031817532018	87.3506790256668	294.052334526085	739.31680215429	1154.68033825131	359.896882189637
B9J08_03869	1933.83640484788	2222.12671060722	2305.3728229127	1689.05061200995	1069.11774349584	1210.86043752441	1641.4215910676
B9J08_03868	7562.31815158933	10146.3706544695	10097.5672195259	6477.90291714905	5767.60887938548	6502.54766054571	6745.63480536522
B9J08_03867	584.341898183136	450.833889978997	560.072000811629	336.059810886954	300.103226244447	346.64316572762	386.645974784813
B9J08_03866	2120.63422475888	2924.08625500427	3163.46478745895	1556.0269368672	1531.77688395603	1755.92693259957	1885.40573867814
B9J08_03865	571.768967996818	513.429008587652	595.183548263122	708.876163589669	551.75228575151	437.48758157348	301.535225618344
B9J08_03864	16.76390691509	4.47107990061816	4.28189603066994	36.7565418157606	1.56303763668983	10.7578913501675	6.48462850792139
B9J08_03863	202.963015864839	444.12727012807	427.33322386086	243.293300590035	345.431317708453	396.846658695069	283.702497221561
B9J08_03862	1268.66852689556	1267.55115182525	1253.73915778016	1176.20933810434	703.366936510424	754.247715772857	779.776578077547
B9J08_03861	3505.45267813756	1371.1311695229	965.139365313005	4258.50791608312	3832.56828516346	2243.6180071405	1347.99215108416
B9J08_03860	5154.30266542891	5202.10146436923	5345.51900468836	4759.09700938348	5136.14167416278	4661.75291840593	5540.30448145534
B9J08_03859	193.383640484788	176.607656074417	133.595156156902	178.531774533694	192.253629312849	113.555519807324	115.102156015605
B9J08_03858	321.507786192975	384.512871453161	350.259095308801	542.596569661228	615.836828855793	609.61384317616	834.085341831389
B9J08_03857	207.752703554865	193.746795693453	160.142911547056	341.310745432063	450.154839366671	368.158948427956	450.681681300536
B9J08_03856	2720.5426079346	2260.13088976248	1878.03959905184	4519.30433182352	8173.12380225112	8352.90497277452	3527.63790830923
B9J08_03855	2289.47071583229	3182.66370925669	2888.56706228994	2642.97038770469	3276.12688650189	3924.23970028889	2661.94000250173
B9J08_03854	713.064754852576	755.612503204468	769.028527108322	1498.266656871	2475.85161651669	2312.94664028602	1373.12008655235
B9J08_03853	563.985725500526	308.504513142653	352.828232927203	588.10466905217	568.945699755098	390.87005238942	419.06911732442
B9J08_03852	28387.2815168598	14750.8377721227	12184.5633448744	57692.0178471089	65386.5534556457	57271.4275845085	24032.0332503567
B9J08_03851	683.129206789916	661.719825291487	651.704575867965	691.373048439307	612.710753582414	671.770548754906	586.048301403395
B9J08_03850	367.608530209473	464.247129680852	512.114765268125	649.365572078438	479.852554463778	641.887517226663	693.044671784098
B9J08_03849	2443.93814383561	2764.61773854889	2820.05672579922	2161.63472106973	1847.51048656738	2103.76541958832	2274.48344915343
B9J08_03848	5425.51873087661	5988.26634689458	5727.46413062412	6192.60214019815	11070.9955806741	9738.28231442388	8735.6051787336
B9J08_03847	1622.50670499621	2261.62124972935	2086.99612534853	1389.74734293876	1230.1106200749	1561.08956703542	1601.70324145658
B9J08_03846	25.1458603726349	36.5138191883816	32.5424098330916	40.2571648458331	50.0172043740746	9.56257008903781	14.5904141428231
B9J08_03845	1893.12405948266	2027.63473493033	1886.60339111318	2208.89313197571	1767.7955670962	1628.02755765869	1484.16934975051
B9J08_03844	723.242841193881	841.30820129965	895.772649616152	847.150773277531	826.84690980892	846.287452879846	866.508484370995
B9J08_03843	429.874470179807	730.276383767632	633.720612539152	2142.38129440433	334.490054251624	1013.63242943801	876.235427132877
B9J08_03842	33714.6116500909	25076.0516226169	29836.2515417082	33147.3994717559	23859.7695240703	20891.8250020253	25170.8961320604
B9J08_03841	21488.3351103391	16683.0894691732	20532.5478462685	10580.633108394	10661.4797198613	7579.53211682359	14142.9747757765
B9J08_03840	3313.26645957528	3100.69391107869	3094.95445096823	4319.76881910939	2646.22271891588	3287.13346810675	2691.93140935087
B9J08_03839	40059.7504174525	34298.3990976253	41515.5511549635	23200.3791318051	19981.8731474428	15313.2606763329	26583.7345682237
B9J08_03838	383.175015202056	248.144934484308	266.33393310767	330.808876341846	506.424194287505	424.339047701053	404.478703181597
B9J08_03837	741.204170031477	669.916805109287	760.464735046982	658.117129653619	631.467205222692	585.707417953566	617.660865379512
B9J08_03836	4049.08223095548	4057.50500981098	4698.09632485106	2726.98534042643	2241.39597101322	2266.32911110196	2542.78495366867
B9J08_03835	732.822216573932	817.462441829686	829.831450743835	687.872425409235	637.719355769451	669.379906232646	700.33987885551
B9J08_03834	2287.07587198727	2257.15016982873	2397.86177717517	2229.89687015614	2333.61519157792	2133.64845111656	2099.39847943955
B9J08_03833	1641.06674479506	1776.50908051228	1486.6743018486	1935.84453563006	1674.01330889481	1778.63803656103	1454.98852146486
B9J08_03832	10972.5757868876	11499.6175043899	12654.7155290419	7724.12471585484	7669.825683237	6886.24578536835	9495.92787128738
B9J08_03831	1997.89847770197	1699.0103622349	1385.62155552479	2994.78300222697	3793.49234424622	4743.03476416275	2058.05897270155
B9J08_03830	5561.42611908109	5596.30167560706	5546.76811812984	5037.39654027424	5497.20336823813	5396.87549400071	4573.28425521156
B9J08_03829	58.6736742028149	120.71915731669	89.9198166440688	61.2609030262677	51.5802420107644	53.7894567508377	115.102156015605
B9J08_03828	738.809326186465	898.687060024249	857.235585340123	546.097192691301	503.298119014125	470.956576885112	560.10978737171
B9J08_03827	4937.56929745525	3030.64699263567	1936.27338506895	12285.4365240392	12990.4057985292	12033.2991357929	3653.27758565021
B9J08_03826	2147.57621801527	1957.58781648732	2634.22243806815	1904.33892835941	2094.47043316437	1736.80179242149	3796.74999138797
B9J08_03825	160.454537615861	152.761896604454	188.403425349477	192.534266653984	118.790860388427	106.383592240546	186.43306960274
B9J08_03824	466.994549777506	613.283126368124	506.976490031321	1127.20061568333	1383.2883084705	1238.3528265304	924.870140942288
B9J08_03823	86.2143784204627	108.051097598272	109.616538385151	113.770248477354	311.044489701276	228.306360875778	263.438033134306
B9J08_03822	553.807639159222	768.280562922887	700.518190617603	1235.71992961557	1808.43454565013	1898.170162674	1524.69827792502
B9J08_03821	3507.84752198257	2889.06279578277	2906.55102561876	3995.96118882769	5445.62312622737	5955.09052294829	3761.8951131579
B9J08_03820	1061.51453430195	1277.98367159336	1447.28085836644	1116.69874659311	759.636291431258	718.388077938965	956.482704918405
B9J08_03819	3165.38485214574	3514.26880188587	3989.87072137825	3171.56446524563	2580.57513817491	2695.44944384753	3648.41411426927
B9J08_03818	223.319188547448	170.646216206926	143.87170663051	138.274609687861	189.12755403947	253.408107359502	220.477369269327
B9J08_03817	315.520676580443	193.001615710017	202.961871853755	428.826321183874	940.948657287278	729.145969289133	422.31143157838
B9J08_03816	1283.63630092689	1184.83617366381	1154.39916986862	1725.80715382571	1691.2067228984	1838.40409961752	1605.75613427403
B9J08_03815	4865.12527114361	4491.19976017094	5198.22178123331	4100.97987972986	4035.76317793314	3655.2924165347	4312.27795776772
B9J08_03814	3509.64365486633	3407.70806425447	3475.18681849173	8166.953529159	4621.90229169183	8450.92131618716	4788.08757453645
B9J08_03813	16322.6569366463	9997.3346577822	15397.6981262891	68811.746902134	27364.0999055289	48353.1356552197	22868.8530117483
B9J08_03812	420.893805761009	533.548868140433	590.045273026318	556.599061781518	573.634812665168	602.441915609382	504.179866490888
B9J08_03811	1223.16649384031	1667.71280293057	951.437298014861	1720.5562192806	1159.77392642385	878.561126930348	1307.46322290965
B9J08_03810	6983.96336301873	6945.82262561031	7870.12490437136	4470.29560940251	4806.34073282123	3799.9262891314	6288.46849555677
B9J08_03809	831.010814219459	989.599018003485	852.953689309453	1664.54625079945	1327.01895354967	1674.64508684275	1134.80998888624
B9J08_03808	885.493511693502	951.594838848231	848.671793278783	777.138312676082	725.249463424081	668.184584971517	819.494927688565
B9J08_03807	271.814776408959	303.288253258598	275.754104375144	154.027413323187	140.673387302085	157.782406469124	178.327283967838
B9J08_03806	550.215373391703	503.741668802979	579.76872255271	519.842519965757	422.020161906254	419.557762656534	482.294245276653
B9J08_03805	3100.72406833039	3062.68973192344	3040.14618177566	4200.74763608693	3751.29032805559	3411.44687926424	3944.27528994318
B9J08_03804	6320.59161795017	5983.79526699397	6715.72573450274	5123.16180451102	5081.43535687864	4098.75660441383	5191.75569915456
B9J08_03803	2972.00121166095	3246.74918783222	3769.78126540182	1986.60356956611	1913.15806730835	1764.29418142747	2707.33240205718
B9J08_03802	1386.01587530119	2193.06469125321	2236.00610721584	1503.51759141611	1380.16223319712	1384.18202038822	1692.48804056748
B9J08_03801	291053.155726908	140315.9005211	118052.729944776	488188.136216327	568459.595050088	512411.513542352	232811.132691394
B9J08_03800	1344.10610801346	1745.95670119139	1627.97687086071	1549.02569080705	1924.09933076518	1986.6239359976	1865.14127459089
B9J08_03799	5027.37594164323	4360.79326306958	5227.33867424187	3183.81664585088	4595.3306518681	3525.00239907156	5883.98979237517
B9J08_03798	2.99355480626606	1.49035996687272	0	0	10.9412634568288	2.39064252225945	4.05289281745087
B9J08_03797	55932.1767112364	50362.9891805464	47187.3506371889	59190.2845039799	54798.5365047088	57766.2905866162	72142.3027291889
B9J08_03796	783.113937319202	979.166498235376	754.470080604044	808.643919946734	884.679302366444	933.545904942316	749.78517122841
B9J08_03795	1275.8530584306	1023.13211725812	1126.13865606619	1001.17818660072	1000.34408748149	981.358755387505	1080.5012251324
B9J08_03794	1236.93684594914	1687.08748249992	1565.46118881293	1303.98207870198	1097.25242095626	1231.18089896362	1202.08800965593
B9J08_03793	823.227571723168	899.432240007686	858.091964546257	889.1582496384	789.334006528364	901.272230891813	1095.90221783871
B9J08_03792	3280.93606766761	3965.84787184831	4307.58740685396	2830.25371981357	3138.57957447318	3180.7498758662	3472.5185659919
B9J08_03791	720.249286387615	786.910062508796	618.30578682874	1431.75481929963	1650.56774434446	2114.52331093848	1321.24305848898
B9J08_03790	3133.05446023806	3418.88576400602	3674.72317352095	3049.0426591931	3027.6039022682	3061.21774975323	3256.90466810352
B9J08_03789	674.747253332371	1005.24779765565	955.719194045531	1121.94968113822	1167.5891146073	1498.93286145668	1134.80998888624
B9J08_03788	1609.33506384864	1850.28189887248	1735.88065083359	4137.73642154562	8046.51775367925	12653.6708703193	4206.902744514
B9J08_03787	1038.16480681307	923.277999477649	912.900233738832	1237.47024113061	1269.18656099214	1367.44752273241	1134.80998888624
B9J08_03786	1120.78691946601	1209.42711311721	1262.3029498415	1650.54375867916	2257.02634738012	2140.82037868334	1449.31447152043
B9J08_03785	1367.45583550234	915.826199643286	816.985762651825	2047.86447259238	2016.31855132988	2341.63435055313	1558.7425775916
B9J08_03784	2.99355480626606	2.23553995030908	0	12.2521806052535	6.25215054675932	7.17192756677835	0
B9J08_03783	365.21368636446	631.167445970596	574.630447315906	1155.20559992391	556.44139866158	788.912032345619	706.013928799941
B9J08_03782	19884.3884451417	18904.470999797	19473.2067682808	19500.2205890185	15434.9966623121	16722.5444432049	13045.4514008109
B9J08_03781	2331.38048312001	2435.99336585346	2167.49577072513	2445.1851865056	3454.31317708453	3259.64107910076	2215.31121401864
B9J08_03780	22.7510165276221	12.6680597184181	27.4041345962876	14.0024921202898	4.68911291006949	4.7812850445189	11.3480998888624
B9J08_03779	39.514923442712	60.3595786583451	47.1008563373694	106.769002417209	223.514382046646	256.994071142891	68.8991778966647
B9J08_03778	5.38839865127892	0.745179983436359	3.42551682453595	1.75031151503622	14.0673387302085	13.148533872427	17.8327283967838
B9J08_03777	2.39484384501285	2.23553995030908	12.8456880920098	3.50062303007244	17.1934140035881	19.1251401780756	7.29520707141156
B9J08_03776	16.76390691509	13.4132397018545	34.2551682453595	50.7590339360504	79.7149194711814	38.2502803561512	72.9520707141156
B9J08_03775	14.9677740313303	8.94215980123631	11.9893088858758	10.5018690902173	9.37822582013898	13.148533872427	21.0750426507445
B9J08_03774	225.714032392461	529.822968223252	399.929089264573	147.026167263043	264.153360600581	161.368370252513	142.661827174271
B9J08_03773	4.7896876900257	4.47107990061816	15.4148257104118	35.0062303007244	10.9412634568288	4.7812850445189	4.86347138094104
B9J08_03772	0	0	0.856379206133989	3.50062303007244	0	7.17192756677835	0
B9J08_03771	40.7123453652185	55.1433187742906	69.3667156968531	103.268379387137	64.0845431042831	71.7192756677835	51.8770280633711
B9J08_03770	18495.3790150343	17878.3581626051	17482.1251140192	37089.1010036175	14272.0966606148	15291.7448936326	23818.8510881587
B9J08_03769	744.197724837744	725.805303867014	772.454043932858	190.783955138948	90.6561829280102	75.3052394511727	290.187125729482
B9J08_03768	219.726922779929	258.577454252417	290.312550879422	267.797661800542	178.186290582641	158.977727730254	160.494555571054
B9J08_03767	88.0105113042223	29.8071993374544	28.2605138024216	96.2671333269921	40.6389785539356	14.3438551335567	3.24231425396069
B9J08_03766	4374.18228291597	4236.3482058357	4001.00365105799	4589.31679242497	3555.91062346936	3862.08299471014	3226.10268269089
B9J08_03765	246.07020507507	178.843196024726	206.387388678291	1585.78223262282	2247.64812155998	5335.9141096831	599.017558419238
B9J08_03764	929.199411864986	794.361862343159	663.693884753841	2198.39126288549	1950.67097058891	5557.04854299209	1078.06948944193
B9J08_03763	790.897179815494	600.615066649706	578.912343346576	1113.19812356304	1881.89731457456	2110.9373471551	761.133271117273
B9J08_03762	7500.65092258025	8481.63857147264	9621.42038091536	5285.94077540939	4328.05121599414	4463.3295890584	5390.34744720965
B9J08_03761	971.109179152711	878.567200471468	1011.38384244424	766.636443585864	718.997312877322	586.902739214695	935.40766226766
B9J08_03760	2218.82282240441	1842.08491905468	2134.95336089203	2110.87568713368	1874.08212639111	1901.75612645739	2053.19550132061
B9J08_03759	932.791677632506	852.485901051195	736.48611727523	1097.44531992771	1225.42150716483	1311.26742345931	911.900883926445
B9J08_03758	569.972835113059	646.81622562276	632.864233333018	738.631459345285	1012.84838857501	935.936547464575	831.653606140918
B9J08_03757	13.7703521088239	20.1198595527817	29.9732722146896	21.0037381804346	34.3868280071763	21.5157827003351	33.2337211030971
B9J08_03756	1621.90799403495	1613.31466413972	1343.65897442423	1942.8457816902	2252.33723447005	2873.55231175586	2033.74161579685
B9J08_03755	1.19742192250643	0	0	0	0	0	0
B9J08_03754	0	0	0	0	0	0	0
B9J08_03753	2102.67289592128	1902.44449771303	2053.5973363093	1991.85450411122	1819.37580910696	1869.48245240689	1758.14490421019
B9J08_03752	1670.40358189646	1596.17552452068	1569.7430848436	1451.00824596503	1774.04771764296	1464.26854488391	1502.00207814729
B9J08_03751	1078.27844121704	1353.99202990387	1431.0096534499	1456.25918051014	1734.97177672571	1706.91876089325	1485.79050687749
B9J08_03750	2839.68608922399	2333.90370812268	2677.04139837485	2035.61229198712	2407.07796050234	1795.37253421685	2404.98659787534
B9J08_03749	69.4504715053727	205.669675428435	210.669284708961	28.0049842405795	79.7149194711814	41.8362441395404	120.776205960036
B9J08_03748	1383.62103145617	1436.7070080653	1687.92341529009	813.894854491842	784.644893618295	641.887517226663	931.354769450209
B9J08_03747	1657.83065171015	2190.8291513029	2303.66006450043	1310.98332476213	1183.2194909742	1318.43935102609	1261.26024479071
B9J08_03746	1100.43074678341	1046.97787672808	1073.04314528589	1135.95217325851	1078.49596931598	1127.18794924533	1053.75213253723
B9J08_03745	1062.71195622445	962.02735861634	995.112637527695	680.87117934909	548.626210478131	482.909789496409	628.198386704884
B9J08_03744	558.597326849248	675.133064993342	655.986471898635	626.611522382967	451.717877003361	583.316775431306	518.770280633711
B9J08_03743	2909.13656072936	3242.2781079316	3188.29978443684	2935.27241071574	2371.12809485847	2781.51257464887	2768.93637288243
B9J08_03742	2900.15589631056	2599.18778222602	3199.43271411658	3040.29110161791	1969.42742222919	1769.07546647199	2135.06393623312
B9J08_03741	4.7896876900257	5.21625988405452	0	1.75031151503622	1.56303763668983	0	2.43173569047052
B9J08_03740	13.7703521088239	11.1776997515454	14.5584465042778	3.50062303007244	15.6303763668983	4.7812850445189	2.43173569047052
B9J08_03739	375.990483667018	490.328429101125	460.732012900086	393.82009088315	354.809543528592	331.103989332934	290.997704292972
B9J08_03738	2.99355480626606	1.49035996687272	0	0	6.25215054675932	0	0
B9J08_03737	7937.7099242951	16235.236299128	18688.763415462	6388.6370298822	7516.6479948414	5014.3726904392	17313.9581161501
B9J08_03736	1021.40089989798	1092.4338557177	1094.45262543924	1289.97958658169	1874.08212639111	2035.63210770392	1329.34884412388
B9J08_03735	1039.36222873558	930.729799312013	904.336441677492	941.667595089486	1341.08629227987	1325.61127859287	1034.29824701346
B9J08_03734	7320.43892324303	9658.27776531865	7306.62738673519	21875.3933149227	47236.5604184034	77764.0152853166	24095.2583783089
B9J08_03733	1266.27368305055	1918.09327736519	1580.87601452334	2105.62475258857	1161.33696406054	1388.96330543274	1185.06585982263
B9J08_03732	19746.6849240535	17326.1797948788	15162.1938446023	17713.1525321666	17695.1490849656	17572.4178598681	11588.841722219
