paper_gene,our_gene,paper_lfc,our_lfc,paper_name
B9J08_001225,B9J08_03475,1.645973337,1.62925651100592,
B9J08_005163,B9J08_04046,1.636878535,1.63770985894685,
B9J08_004445,B9J08_05199,1.629822546,1.61407674418172,
B9J08_003223,B9J08_01084,1.626887784,1.62757160779045,
B9J08_004878,B9J08_04838,1.605949679,1.58579527563458,
B9J08_002240,B9J08_05250,1.604067237,1.58678929981997,
B9J08_004545,B9J08_04504,1.595640047,1.57349761698104,
B9J08_001588,B9J08_00058,1.594240477,1.59877444258982,
B9J08_002734,B9J08_00593,1.584046947,1.56614478947683,
B9J08_000792,B9J08_02750,1.567479605,1.57172603759814,
B9J08_000017,B9J08_01976,1.556398803,1.55281452288442,
B9J08_003007,B9J08_00865,1.544645383,1.50552328713932,
B9J08_003454,B9J08_01313,1.542102818,1.5478511108309,
B9J08_001255,B9J08_03505,1.54170909,1.54889369760216,
B9J08_002735,B9J08_00594,1.539355861,1.54086328039579,
B9J08_003374,B9J08_01235,1.530226507,1.53180140683702,
B9J08_000030,B9J08_01989,1.521147411,1.52352539017275,
B9J08_001181,B9J08_03431,1.517429093,1.5224701627265,
B9J08_002560,B9J08_05570,1.509810326,1.50760853175666,
B9J08_002773,B9J08_00632,1.506839098,1.4785179228357,
B9J08_003462,B9J08_01321,1.501982437,1.48830838471307,
B9J08_000829,B9J08_02787,1.489677831,1.48706621864625,
B9J08_005080,B9J08_03963,1.48179137,1.48710421076656,
B9J08_002255,B9J08_05265,1.479092963,1.48930543040625,
B9J08_004104,B9J08_04858,1.467950744,1.57491729294571,
B9J08_000501,B9J08_02459,1.45714685,1.45728148797225,
B9J08_004637,B9J08_04596,1.455691341,1.43954440550973,
B9J08_002652,B9J08_00512,1.446867331,1.44741326869722,
B9J08_002165,B9J08_03238,1.445820057,1.44866992959406,
B9J08_001831,B9J08_00301,1.435245935,1.43945747643093,
B9J08_000474,B9J08_02432,1.432039859,1.43343452346874,
B9J08_003392,B9J08_01253,1.422306814,1.43914729436383,
B9J08_000847,B9J08_02805,1.421952238,1.42143987316399,
B9J08_002201,B9J08_03274,1.416522057,1.41034721170209,
B9J08_000925,B9J08_02883,1.416370167,1.42060256516213,
B9J08_001235,B9J08_03485,1.415491933,1.41730926318822,
B9J08_005147,B9J08_04030,1.408937939,1.40595654974445,
B9J08_002027,B9J08_03100,1.405541296,1.40263976615614,
B9J08_004877,B9J08_04837,1.395486403,1.3959278771516,
B9J08_004458,B9J08_05212,1.386041936,1.39176125361563,
B9J08_005081,B9J08_03964,1.382096582,1.39351227503319,
B9J08_002256,B9J08_05266,1.374025612,1.30981903200398,
B9J08_002628,B9J08_00488,1.37311386,1.38691707481768,
B9J08_004351,B9J08_05105,1.372323598,1.36327861613606,
B9J08_003258,B9J08_01119,1.370250439,1.34671133629426,
B9J08_003969,B9J08_01826,1.36947042,1.37635775490718,
B9J08_004027,B9J08_01884,1.366286944,1.36494013435748,
B9J08_003912,B9J08_01770,1.361620139,1.36687465249623,
B9J08_003750,B9J08_01608,1.358237911,1.35983090270629,
B9J08_000928,B9J08_02886,1.351057419,1.35133552638867,
B9J08_004366,B9J08_05120,1.349407636,1.34208670132334,
B9J08_001291,B9J08_03541,1.348252744,1.34487875992352,
B9J08_000010,B9J08_01969,1.348217905,1.34781586493356,
B9J08_004940,B9J08_03823,1.341791862,1.36422649631334,
B9J08_000995,B9J08_02953,1.339178093,1.32968688044509,
B9J08_000591,B9J08_02549,1.338872988,1.34452394031053,
B9J08_003694,B9J08_01552,1.334458586,1.33292086070055,
B9J08_002334,B9J08_05344,1.33277781,1.33718430866052,
B9J08_003909,B9J08_01767,1.329375075,1.31640537074442,
B9J08_003019,B9J08_00877,1.320976477,1.30992586115884,
B9J08_004367,B9J08_05121,1.315577686,1.32008372893189,
B9J08_005002,B9J08_03885,1.304963101,1.2961888440311,
B9J08_001352,B9J08_03602,1.299671292,1.26433410263944,
B9J08_005199,B9J08_04082,1.299319137,1.29565083064879,
B9J08_004934,B9J08_03817,1.293572647,1.29400324190555,
B9J08_004479,B9J08_04438,1.291279426,1.30128067499871,
B9J08_001968,B9J08_03041,1.278800312,1.26873726858353,
B9J08_000873,B9J08_02831,1.274521382,1.28016858326829,
B9J08_000292,B9J08_02251,1.274437913,1.26941956150306,
B9J08_003280,B9J08_01141,1.268298455,1.27014702806161,
B9J08_003397,B9J08_01258,1.267915606,1.26602592075067,
B9J08_001889,B9J08_00359,1.264981697,1.26220634671756,
B9J08_003448,B9J08_01307,1.26239266,1.29979678433823,
B9J08_002576,B9J08_05586,1.258610252,1.28660063433801,
B9J08_002351,B9J08_05361,1.257597594,1.24977814497458,
B9J08_002669,B9J08_00529,1.257299921,1.25813642818148,
B9J08_000905,B9J08_02863,1.251078542,1.25125182885241,
B9J08_003689,B9J08_01547,1.245533059,1.24823001570357,
B9J08_001371,B9J08_03621,1.245010872,1.24333007147824,
B9J08_003709,B9J08_01567,1.241074103,1.25983453220032,
B9J08_000615,B9J08_02573,1.240361827,1.24767030478382,
B9J08_002886,B9J08_00745,1.233352339,1.23163057892868,
B9J08_003186,B9J08_01044,1.225429528,1.2194796050663,
B9J08_002330,B9J08_05340,1.211410784,1.20388892039786,
B9J08_002279,B9J08_05289,1.209253555,1.19707479096388,
B9J08_002149,B9J08_03222,1.180406083,1.18696681346704,
B9J08_001834,B9J08_00304,1.180190254,1.18495897764168,
B9J08_003564,B9J08_01422,1.170491127,1.17662294304619,
B9J08_000397,B9J08_02355,1.167505209,1.1634182902898,
B9J08_004971,B9J08_03854,1.161945383,1.13893645275069,
B9J08_003337,B9J08_01198,1.16151282,1.15630398777219,
B9J08_000690,B9J08_02648,1.159640301,1.16652150325885,
B9J08_002577,B9J08_05587,1.158977743,1.15327052629281,
B9J08_002763,B9J08_00622,1.158379483,1.1543730716012,
B9J08_000348,B9J08_02306,1.153755243,1.16447251593317,
B9J08_001132,B9J08_03382,1.153198487,1.1542570911997,
B9J08_003955,B9J08_01812,1.1527933,1.16882302350267,
B9J08_004551,B9J08_04510,1.149526839,1.15011530271134,
B9J08_003227,B9J08_01088,1.148941738,1.14683668462469,
B9J08_000043,B9J08_02002,1.148308091,1.14603554517204,
B9J08_001721,B9J08_00191,1.145112246,1.1389210405982,
B9J08_000032,B9J08_01991,1.140238408,1.14346772667921,
B9J08_004135,B9J08_04889,1.133536067,1.17077492004706,
B9J08_005107,B9J08_03990,1.128255748,1.13069035883917,
B9J08_002842,B9J08_00701,1.121847349,1.1200545345881,
B9J08_004316,B9J08_05070,1.120148103,1.11093130799507,
B9J08_001041,B9J08_02999,1.113519943,1.11251772817747,
B9J08_004524,B9J08_04483,1.111695308,1.11421229786932,
B9J08_000814,B9J08_02772,1.106923919,1.09809062473979,
B9J08_005255,B9J08_04138,1.105090148,1.12421368193142,
B9J08_000029,B9J08_01988,1.103844648,1.10484905982063,
B9J08_004113,B9J08_04867,1.098371596,1.04590071566429,
B9J08_001116,B9J08_03366,1.097689995,1.10568955625072,
B9J08_004939,B9J08_03822,1.090402173,1.10130980934431,
B9J08_000071,B9J08_02030,1.088904288,1.08524457106902,
B9J08_001480,B9J08_03730,1.088880736,1.08822239440115,
B9J08_005386,B9J08_04269,1.081505886,1.08837822308063,
B9J08_001008,B9J08_02966,1.075983637,1.07483347383061,
B9J08_001224,B9J08_03474,1.070122346,1.06490889047236,
B9J08_005302,B9J08_04185,1.068930939,1.07360425969242,
B9J08_004988,B9J08_03871,1.066356975,1.20204534075908,
B9J08_003744,B9J08_01602,1.062372202,1.05940048899848,
B9J08_002972,B9J08_00830,1.061141096,1.05838032209649,
B9J08_004098,B9J08_01955,1.05257018,1.02153522171978,
B9J08_005514,B9J08_04396,1.04998236,1.0419527100527,
B9J08_003948,B9J08_01805,1.041778477,1.04074806479997,
B9J08_004750,B9J08_04710,1.04142699,1.03392317719316,
B9J08_000824,B9J08_02782,1.036064202,1.05854297639286,
B9J08_004584,B9J08_04543,1.034695349,1.01674352217625,
B9J08_004847,B9J08_04807,1.030892129,1.03109025957928,
B9J08_001615,B9J08_00085,1.01645477,1.01466606217677,
B9J08_002259,B9J08_05269,1.013420443,1.01147808698462,
B9J08_001364,B9J08_03614,1.013349827,1.02882795038519,
B9J08_004883,B9J08_04843,1.008898745,1.01961917782706,
B9J08_004793,B9J08_04753,1.006019951,1.04225029480324,
B9J08_000593,B9J08_02551,1.001919155,1.0138025074142,
B9J08_003070,B9J08_00928,1.001819233,1.00257073845026,
B9J08_005078,B9J08_03961,-1.004787823,-1.02050749255044,
B9J08_000169,B9J08_02128,-1.0297991,-1.00962624568083,
B9J08_003190,B9J08_01048,-1.030146379,-1.03254693625664,
B9J08_002262,B9J08_05272,-1.033051491,-1.03863777211307,
B9J08_000645,B9J08_02603,-1.036971715,-1.03903859455057,
B9J08_004475,B9J08_04434,-1.053056284,-1.03028709496593,
B9J08_002110,B9J08_03183,-1.063100053,-1.09222618765905,
B9J08_002481,B9J08_05491,-1.106242813,-1.11210815646158,
B9J08_000634,B9J08_02592,-1.106976514,-1.08753091110427,
B9J08_000777,B9J08_02735,-1.132879158,-1.12742784952333,
B9J08_000844,B9J08_02802,-1.133775112,-1.15728053738894,
B9J08_005322,B9J08_04205,-1.134620932,-1.12975365538265,
B9J08_003016,B9J08_00874,-1.138794075,-1.14246404957364,
B9J08_002556,B9J08_05566,-1.140094892,-1.12702527010676,
B9J08_001686,B9J08_00156,-1.153937693,-1.15239775986995,
B9J08_003585,B9J08_01443,-1.165568286,-1.11795877711083,
B9J08_003914,B9J08_01772,-1.186082517,-1.18426394634877,
B9J08_001428,B9J08_03678,-1.23190944,-1.24399538235177,
B9J08_000036,B9J08_01995,-1.247620596,-1.29429714702306,
B9J08_001952,B9J08_03025,-1.267775146,-1.27595832546208,
B9J08_001894,B9J08_00364,-1.325015274,-1.35091195407307,
B9J08_003903,B9J08_01761,-1.331949267,-1.34258276262913,
B9J08_004360,B9J08_05114,-1.348717312,-1.35013220299699,
B9J08_001670,B9J08_00140,-1.369156845,-1.35732265706851,
B9J08_003408,B9J08_01269,-1.374410495,-1.39362435936661,
B9J08_003684,B9J08_01542,-1.389846509,-1.39668643420896,
B9J08_002218,B9J08_03291,-1.446723892,-1.4343725823573,
B9J08_005563,B9J08_05243,-1.468112392,-1.41009627659197,
B9J08_004468,B9J08_05222,-1.512088409,-1.52012950769483,
B9J08_002616,B9J08_00476,-1.532016802,-1.43231959891129,
B9J08_000701,B9J08_02659,-1.54217742,-1.54061732232203,
B9J08_000918,B9J08_02876,-1.544175523,-1.54660435918543,
B9J08_002108,B9J08_03181,-1.553393822,-1.57290474908907,
B9J08_001792,B9J08_00262,-1.589386486,-1.56391163891668,
B9J08_001292,B9J08_03542,-1.607702924,-1.62869571011086,SOD4
B9J08_005006,B9J08_03889,-1.654381752,-1.65794666985959,
B9J08_001948,B9J08_03021,-1.659633114,-1.68553494388008,
B9J08_004797,B9J08_04757,-1.68511348,-1.69198054386125,
B9J08_002217,B9J08_03290,-1.789220392,-1.80100737320717,
B9J08_004886,B9J08_04846,-1.836682685,-1.83743423312537,
B9J08_001450,B9J08_03700,-1.868066331,-1.82149765697295,
B9J08_002295,B9J08_05305,-1.903880159,-1.85028770560828,
B9J08_004378,B9J08_05132,-1.919507359,-1.92305674881676,
B9J08_001519,B9J08_03769,-1.993662445,-1.99586972739298,
B9J08_000656,B9J08_02614,-2.051568767,-2.04758159554454,MGD1
B9J08_002974,B9J08_00832,-2.093548366,-2.10443835399215,
B9J08_002582,B9J08_05592,-2.156327898,-2.18462735517369,
B9J08_004884,B9J08_04844,-2.701784466,-2.66340016660729,
B9J08_003908,B9J08_01766,-2.75666127,-2.74490497804847,
B9J08_001548,B9J08_00019,-2.888970624,-2.88640842341414,
B9J08_001549,B9J08_00020,-3.152345182,-3.15447720559568,
B9J08_001546,B9J08_00017,-3.233771041,-3.25330127961959,SAP3
B9J08_002136,B9J08_03209,-8.756698989,-8.68280587392893,
