pub_gene,our_gene,pub_lfc,our_lfc
B9J08_003448,B9J08_01307,-1.33817684,-0.305372946475225
B9J08_003265,B9J08_01126,1.713014632,2.14766510665157
B9J08_002356,B9J08_05366,1.414672246,1.44115169838633
B9J08_004112,B9J08_04866,-1.084810209,-1.41153994130637
B9J08_001951,B9J08_03024,1.239740681,1.26376071170429
B9J08_003231,B9J08_01092,-1.202376805,-1.31315089158122
B9J08_001919,B9J08_00389,1.533902296,2.18606415815705
B9J08_004376,B9J08_05130,1.159047103,1.29134057822322
B9J08_002953,B9J08_00811,-1.170793166,-1.16168760730845
B9J08_001225,B9J08_03475,-1.405163876,-1.59288017866013
B9J08_001362,B9J08_03612,-2.107798483,-2.30971498691171
B9J08_001132,B9J08_03382,-1.345936764,-1.34985760556792
B9J08_001590,B9J08_00060,1.257879856,1.31607250847759
B9J08_004468,B9J08_05222,2.183538919,2.23796363873678
B9J08_005226,B9J08_04109,1.325323027,1.41061131666112
B9J08_001647,B9J08_00117,-1.262123389,-1.42342375749241
B9J08_005552,B9J08_05232,-1.035907433,-1.08918448623994
B9J08_000164,B9J08_02123,-1.369889175,-1.3854110975688
B9J08_001830,B9J08_00300,-1.075365468,-1.0967451125401
B9J08_002627,B9J08_00487,1.042321219,1.09872525284257
B9J08_004451,B9J08_05205,-1.128446158,-2.06593221516661
B9J08_001181,B9J08_03431,1.09590413,1.15676138255266
B9J08_002540,B9J08_05550,-1.512245503,-1.53222941789252
B9J08_004639,B9J08_04598,-1.247424083,-1.32347086922652
B9J08_002566,B9J08_05576,1.095795364,1.11091789012275
B9J08_001371,B9J08_03621,-1.062532829,-1.12562871394316
B9J08_002976,B9J08_00834,1.221802384,1.24549352209121
B9J08_001860,B9J08_00330,1.011487024,1.02660099495692
B9J08_003981,B9J08_01838,-1.483647049,-1.90608218182702
B9J08_005081,B9J08_03964,-1.134888871,-1.22843748296338
B9J08_002707,B9J08_00566,-1.041927121,-1.05412759431025
B9J08_004495,B9J08_04454,-1.781729446,-1.84422877937288
B9J08_004261,B9J08_05015,1.03436813,1.11264706281665
B9J08_001482,B9J08_03732,-2.039365128,-2.08874189251706
B9J08_001549,B9J08_00020,1.153230295,2.46693220786725
B9J08_000157,B9J08_02116,1.119470392,1.1490121896544
B9J08_004469,B9J08_05223,1.497865787,1.54265728600875
B9J08_001613,B9J08_00083,-1.121793871,-1.6751477841152
B9J08_003205,B9J08_01066,-1.270450205,-1.3363593219087
B9J08_001685,B9J08_00155,-1.034656563,-1.07267288229331
B9J08_002243,B9J08_05253,1.42058736,1.45843303345427
B9J08_002668,B9J08_00528,-1.082742218,-1.19720242848045
B9J08_001484,B9J08_03734,-1.239123326,-1.35068655949897
B9J08_000370,B9J08_02328,1.102912297,1.12458839793511
B9J08_004430,B9J08_05184,-1.344159237,-1.3541745237646
B9J08_001546,B9J08_00017,1.251010895,1.59935140325273
B9J08_000479,B9J08_02437,1.06440495,0.36153773932699
B9J08_002248,B9J08_05258,1.706613635,1.89078011796499
B9J08_000592,B9J08_02550,-1.255028479,-1.52909782080301
B9J08_004172,B9J08_04926,1.547396731,1.68980093133293
B9J08_003921,B9J08_01779,1.537755671,2.01623270539385
B9J08_002669,B9J08_00529,-1.273368388,-1.31090592416801
B9J08_005148,B9J08_04031,-1.393325538,-1.48686920011741
B9J08_000821,B9J08_02779,1.53725891,1.55714773498394
B9J08_000285,B9J08_02244,1.29980046,1.43388678464024
B9J08_001852,B9J08_00322,1.705473968,1.8941908947995
B9J08_001389,B9J08_03639,1.002992357,1.01594993050035
B9J08_003766,B9J08_01624,1.104527006,1.13297534353383
B9J08_004863,B9J08_04823,-1.303943794,-1.36511971797423
B9J08_002231,B9J08_03304,1.083595237,1.16425961315487
B9J08_001550,B9J08_00021,1.683552279,-0.474177001278443
B9J08_001350,B9J08_03600,1.003625923,1.02550932087598
B9J08_003454,B9J08_01313,1.282181981,1.45097316341747
B9J08_000447,B9J08_02405,-1.967443313,-4.26335632497392
B9J08_004769,B9J08_04729,1.226759488,1.24181760107175
B9J08_000432,B9J08_02390,-1.303205055,-1.35983428078829
B9J08_002218,B9J08_03291,1.423842771,1.50142552512574
B9J08_002250,B9J08_05260,-1.927441633,-4.08558098834947
B9J08_005114,B9J08_03997,-1.079820628,-1.2445967005109
B9J08_001182,B9J08_03432,-1.302458945,-1.38800699484969
B9J08_001948,B9J08_03021,1.006659373,0.997278018897147
B9J08_001581,B9J08_00052,-1.929175776,-2.48166961137171
B9J08_004445,B9J08_05199,-2.244320994,-2.2902578044789
B9J08_004988,B9J08_03871,-1.895140627,-1.97390567379493
B9J08_003929,B9J08_01786,2.026996897,-1.69562499292357
B9J08_004027,B9J08_01884,2.028412556,2.25343913881559
B9J08_002807,B9J08_00666,1.386982317,1.40902985724136
B9J08_000325,B9J08_02283,-1.50232252,-1.43378913547046
B9J08_000438,B9J08_02396,1.471562361,2.19853808603656
B9J08_002792,B9J08_00651,1.073138322,1.08956149309457
B9J08_003088,B9J08_00946,-1.550946949,-1.77276266252732
B9J08_002217,B9J08_03290,1.394498838,1.43276216609435
B9J08_003099,B9J08_00957,-1.799625909,-2.12721884512423
B9J08_003911,B9J08_01769,-1.660464285,-1.9204791493337
B9J08_002304,B9J08_05314,1.674678333,1.7266505546122
B9J08_004787,B9J08_04747,-2.558924761,-2.65658589267347
B9J08_000799,B9J08_02757,2.217894623,2.28228505047084
B9J08_002613,B9J08_00473,-1.654397932,-1.77063765610859
B9J08_005063,B9J08_03946,-1.653627778,-1.68879187712541
B9J08_003223,B9J08_01084,-2.506279318,-2.54043199167855
B9J08_002482,B9J08_05492,1.630978504,0.144253980083141
B9J08_002451,B9J08_05461,1.813563648,1.93977020741436
B9J08_002480,B9J08_05490,2.381742961,2.72880461058491
B9J08_000287,B9J08_02246,2.378103503,2.41892200081183
B9J08_004446,B9J08_05200,-3.489254044,-3.64507272769683
B9J08_001998,B9J08_03071,1.824135367,1.88448521275578
B9J08_001012,B9J08_02970,2.365598918,3.3331064216309
B9J08_000656,B9J08_02614,4.050383524,4.24761450613802
B9J08_002593,B9J08_00453,-2.820024018,-3.29001444607968
B9J08_004378,B9J08_05132,2.346915157,2.52135370774192
B9J08_001458,B9J08_03708,-7.253638352,-7.34620654257217
B9J08_001899,B9J08_00369,-5.273100081,-5.40130035998971
B9J08_002136,B9J08_03209,6.576351388,11.9997849222481
